keys,en,it,de,fr
Running | Depth %s | Anchor %s | %s/%s heroes | %s/%s companions,Running | Depth %s | Anchor %s | %s/%s heroes | %s/%s companions,In corso | Profondità %s | Ancora %s | %s/%s eroi | %s/%s famigli,Läuft | Tiefe %s | Anker %s | %s/%s Helden | %s/%s Begleiter,En cours | Profondeur %s | Ancre %s | %s/%s héros | %s/%s familiers
Depth %s ready | Anchor %s | Highest depth %s,Depth %s ready | Anchor %s | Highest depth %s,Profondità %s pronta | Ancora %s | Profondità massima %s,Tiefe %s bereit | Anker %s | Höchste Tiefe %s,Profondeur %s prête | Ancre %s | Profondeur maximale %s
Depth %s | Highest %s | Anchor %s | Kills %s | Deaths %s | XP %s | Day %s,Depth %s | Highest %s | Anchor %s | Kills %s | Deaths %s | XP %s | Day %s,Profondità %s | Massima %s | Ancora %s | Uccisioni %s | Morti %s | PE %s | Giorno %s,Tiefe %s | Höchste %s | Anker %s | Siege %s | Tode %s | EP %s | Tag %s,Profondeur %s | Maximale %s | Ancre %s | Victoires %s | Morts %s | XP %s | Jour %s
[color=yellow]Echo depth %s cleared.[/color],[color=yellow]Echo depth %s cleared.[/color],[color=yellow]Profondità dell'Eco %s superata.[/color],[color=yellow]Echo-Tiefe %s bezwungen.[/color],[color=yellow]Profondeur d'Écho %s terminée.[/color]
secured,secured,consolidata,gesichert,sécurisé
held,held,mantenuta,gehalten,détenu
Echo Depth %s: Anchor %s %s,Echo Depth %s: Anchor %s %s,Profondità dell'Eco %s: Ancora %s %s,Echo-Tiefe %s: Anker %s %s,Profondeur d'Écho %s : Ancre %s %s
"ECHO %s
ANCHOR %s
IN BATTLE","ECHO %s
ANCHOR %s
IN BATTLE","ECO %s
ANCORA %s
IN BATTAGLIA","ECHO %s
ANKER %s
IM KAMPF","ÉCHO %s
ANCRE %s
EN COMBAT"
"ECHO %s
ANCHOR %s
READY","ECHO %s
ANCHOR %s
READY","ECO %s
ANCORA %s
PRONTO","ECHO %s
ANKER %s
BEREIT","ÉCHO %s
ANCRE %s
PRÊT"
"Echo Descent - Depth %s, secured Anchor %s. Five heroes and two companions; attempts are unlimited.","Echo Descent - Depth %s, secured Anchor %s. Five heroes and two companions; attempts are unlimited.","Discesa dell'Eco - Profondità %s, Ancora consolidata %s. Cinque eroi e due famigli; i tentativi sono illimitati.","Echo-Abstieg - Tiefe %s, gesicherter Anker %s. Fünf Helden und zwei Begleiter; die Versuche sind unbegrenzt.","Descente d'Écho - Profondeur %s, Ancre sécurisée %s. Cinq héros et deux compagnons ; les tentatives sont illimitées."
BEYOND THE CROWN,BEYOND THE CROWN,OLTRE LA CORONA,JENSEITS DER KRONE,AU-DELÀ DE LA COURONNE
"Five heroes descend through four hostile depths and one Guardian. Clearing the Guardian secures the next Anchor.

Deepest reached: %s
Secured Anchor: %s
Next push: Depth %s to Anchor %s
Formation: exactly 5 heroes and up to 2 companions

Failure or abandon returns the party to its secured Anchor. Attempts are unlimited.","Five heroes descend through four hostile depths and one Guardian. Clearing the Guardian secures the next Anchor.

Deepest reached: %s
Secured Anchor: %s
Next push: Depth %s to Anchor %s
Formation: exactly 5 heroes and up to 2 companions

Failure or abandon returns the party to its secured Anchor. Attempts are unlimited.","Cinque eroi scendono attraverso quattro profondità ostili e un Guardiano. Sconfiggere il Guardiano consolida l'Ancora successiva.

Profondità massima raggiunta: %s
Ancora consolidata: %s
Prossima avanzata: dalla profondità %s all'Ancora %s
Formazione: esattamente 5 eroi e fino a 2 famigli

In caso di sconfitta o abbandono, il gruppo torna all'Ancora consolidata. I tentativi sono illimitati.","Fünf Helden steigen durch vier feindliche Tiefen und einen Wächter hinab. Wer den Wächter besiegt, sichert den nächsten Anker.

Tiefster Vorstoß: %s
Gesicherter Anker: %s
Nächster Vorstoß: Tiefe %s bis Anker %s
Formation: genau 5 Helden und bis zu 2 Begleiter

Niederlage oder Abbruch bringt die Gruppe zum gesicherten Anker zurück. Die Versuche sind unbegrenzt.","Cinq héros descendent à travers quatre profondeurs hostiles et un Gardien. Vaincre le Gardien consolide l'Ancre suivante.

Profondeur maximale atteinte : %s
Ancre consolidée : %s
Prochaine avancée : de la profondeur %s à l'Ancre %s
Formation : exactement 5 héros et jusqu'à 2 familiers

Une défaite ou un abandon ramène le groupe à son Ancre consolidée. Les tentatives sont illimitées."
DAILY SHIFTING LAWS,DAILY SHIFTING LAWS,LEGGI MUTEVOLI GIORNALIERE,TÄGLICH WECHSELNDE GESETZE,LOIS CHANGEANTES QUOTIDIENNES
Laws rotate at 00:00 UTC. A started stratum keeps its starting laws. Next rotation in %s.,Laws rotate at 00:00 UTC. A started stratum keeps its starting laws. Next rotation in %s.,Le leggi cambiano alle 00:00 UTC. Uno strato già iniziato mantiene le leggi iniziali. Prossima rotazione tra %s.,Die Gesetze wechseln um 00:00 UTC. Eine begonnene Schicht behält ihre Startgesetze. Nächster Wechsel in %s.,Les lois changent à 00:00 UTC. Une strate commencée conserve ses lois de départ. Prochain changement dans %s.
%s: %s,%s: %s,%s: %s,%s: %s,%s : %s
Unknown Law,Unknown Law,Legge sconosciuta,Unbekanntes Gesetz,Loi inconnue
"PUSH ORDER
The party advances until it secures Anchor %s or is defeated. Echo monsters grant no ordinary item drops.","PUSH ORDER
The party advances until it secures Anchor %s or is defeated. Echo monsters grant no ordinary item drops.","ORDINE DI AVANZATA
Il gruppo avanza finché non consolida l'Ancora %s o viene sconfitto. I mostri dell'Eco non rilasciano normali oggetti come bottino.","VORSTOSSBEFEHL
Die Gruppe rückt vor, bis sie Anker %s sichert oder besiegt wird. Echo-Monster lassen keine gewöhnliche Beute fallen.","ORDRE D'AVANCÉE
Le groupe progresse jusqu'à consolider l'Ancre %s ou être vaincu. Les monstres d'Écho ne laissent aucun butin ordinaire."
Replay Tower Floor 100,Replay Tower Floor 100,Rigioca il piano 100 della Torre,Turm-Ebene 100 erneut spielen,Rejouer l'étage 100 de la Tour
Return to the completed Tower for an Apex build test,Return to the completed Tower for an Apex build test,Torna alla Torre completata per testare una configurazione Apex,Kehre für einen Apex-Test deiner Konfiguration in den abgeschlossenen Turm zurück,Retourne dans la Tour achevée pour tester une configuration Apex
Enter Echo Descent,Enter Echo Descent,Entra nella Discesa dell'Eco,Echo-Abstieg betreten,Entrer dans la Descente d'Écho
Continue beyond the completed Tower with a five-hero formation,Continue beyond the completed Tower with a five-hero formation,Prosegui oltre la Torre completata con una formazione di cinque eroi,Setze über den abgeschlossenen Turm hinaus mit einer Formation aus fünf Helden fort,Continue au-delà de la Tour terminée avec une formation de cinq héros
"Abandon Push
(Return to Anchor)","Abandon Push
(Return to Anchor)","Abbandona avanzata
(Torna all'Ancora)","Vorstoß abbrechen
(Zurück zum Anker)","Abandonner la poussée
(Retour à l'Ancre)"
The secured Echo Anchor remains unchanged,The secured Echo Anchor remains unchanged,L'Ancora consolidata dell'Eco resta invariata,Der gesicherte Echo-Anker bleibt unverändert,L'Ancre d'Écho sécurisée reste inchangée
Arrange Echo Formation,Arrange Echo Formation,Organizza formazione dell'Eco,Echo-Formation aufstellen,Organiser la formation d'Écho
ECHO,ECHO,ECO,ECHO,ÉCHO
%s COMPANION %s,%s COMPANION %s,FAMIGLIO %s %s,%s BEGLEITER %s,%s COMPAGNON %s
CHOOSE %s COMPANION %s,CHOOSE %s COMPANION %s,SCEGLI FAMIGLIO %s %s,%s BEGLEITER %s WÄHLEN,CHOISIR %s COMPAGNON %s
%s supports two distinct companions,%s supports two distinct companions,%s supporta due famigli distinti,%s unterstützt zwei verschiedene Begleiter,%s soutient deux compagnons distincts
Choose %s Companion %s,Choose %s Companion %s,Scegli famiglio %s %s,%s Begleiter %s wählen,Choisir %s compagnon %s
No Companion in Slot %s,No Companion in Slot %s,Nessun famiglio nello slot %s,Kein Begleiter auf Platz %s,Aucun familier dans l'emplacement %s
Push Echo Depth %s,Push Echo Depth %s,Affronta la profondità dell'Eco %s,Vorstoß zu Echo-Tiefe %s,Avancer jusqu'à la profondeur d'Écho %s
DAILY RESONANCE,DAILY RESONANCE,RISONANZA GIORNALIERA,TÄGLICHE RESONANZ,RÉSONANCE QUOTIDIENNE
Echo Depth %s cleared for practice; Anchor %s held,Echo Depth %s cleared for practice; Anchor %s held,Profondità dell'Eco %s superata come prova; Ancora %s mantenuta,Echo-Tiefe %s zur Übung abgeschlossen; Anker %s gehalten,Profondeur d'Écho %s terminée à l'entraînement ; Ancre %s conservée
Echo Depth %s cleared; Anchor %s secured,Echo Depth %s cleared; Anchor %s secured,Profondità dell'Eco %s superata; Ancora %s consolidata,Echo-Tiefe %s abgeschlossen; Anker %s gesichert,Profondeur d'Écho %s terminée ; Ancre %s sécurisée
Echo Depth %s failed; Anchor %s held,Echo Depth %s failed; Anchor %s held,Profondità dell'Eco %s fallita; Ancora %s mantenuta,Echo-Tiefe %s gescheitert; Anker %s gehalten,Profondeur d'Écho %s échouée ; Ancre %s conservée
Echo Depth %s is in battle. Finish or abandon that Echo push before attempting a Tower floor.,Echo Depth %s is in battle. Finish or abandon that Echo push before attempting a Tower floor.,La profondità dell'Eco %s è in battaglia. Completa o abbandona questa avanzata nell'Eco prima di tentare un piano della Torre.,"Echo-Tiefe %s befindet sich im Kampf. Beende oder brich diesen Echo-Vorstoß ab, bevor du eine Turmebene versuchst.",La Profondeur d'Écho %s est en combat. Termine ou abandonne cette poussée d'Écho avant de tenter un étage de la Tour.
Echo Descent - Depth %s is in battle; secured Anchor %s. Open the active Echo run.,Echo Descent - Depth %s is in battle; secured Anchor %s. Open the active Echo run.,Discesa dell'Eco - La profondità %s è in battaglia; Ancora consolidata %s. Apri l'avanzata attiva nell'Eco.,Echo-Abstieg - Tiefe %s befindet sich im Kampf; gesicherter Anker %s. Öffne den aktiven Echo-Lauf.,Descente d'Écho - La Profondeur %s est en combat ; Ancre sécurisée %s. Ouvre l'expédition d'Écho active.
Echo Descent - Depth %s ready at secured Anchor %s. The first reward-eligible Guardian each UTC day secures the next Anchor and grants Resonance; later same-day clears are practice.,Echo Descent - Depth %s ready at secured Anchor %s. The first reward-eligible Guardian each UTC day secures the next Anchor and grants Resonance; later same-day clears are practice.,Discesa dell'Eco - Profondità %s pronta all'Ancora consolidata %s. Il primo Guardiano idoneo alla ricompensa di ogni giorno UTC consolida l'Ancora successiva e concede Risonanza; le vittorie successive nello stesso giorno sono prove.,Echo-Abstieg - Tiefe %s bereit am gesicherten Anker %s. Der erste belohnungsberechtigte Wächter jedes UTC-Tages sichert den nächsten Anker und gewährt Resonanz; spätere Siege am selben Tag sind Übung.,Descente d'Écho - Profondeur %s prête à l'Ancre sécurisée %s. Le premier Gardien éligible aux récompenses de chaque jour UTC sécurise l'Ancre suivante et accorde de la Résonance ; les victoires ultérieures du même jour sont de l'entraînement.
Echo Descent - unlocks after Tower Floor %s,Echo Descent - unlocks after Tower Floor %s,Discesa dell'Eco - si sblocca dopo il Piano %s della Torre,Echo-Abstieg - wird nach Turmebene %s freigeschaltet,Descente d'Écho - se débloque après l'Étage %s de la Tour
Echo Descent requires exactly five available heroes,Echo Descent requires exactly five available heroes,La Discesa dell'Eco richiede esattamente cinque eroi disponibili,Der Echo-Abstieg erfordert genau fünf verfügbare Helden,La Descente d'Écho exige exactement cinq héros disponibles
New daily activity available.,New daily activity available.,Nuova attività giornaliera disponibile.,Neue Tagesaktivität verfügbar.,Nouvelle activité quotidienne disponible.
New content available.,New content available.,Nuovi contenuti disponibili.,Neue Inhalte verfügbar.,Nouveau contenu disponible.
"ECHO DESCENT UNLOCK
Clear Floor %s to reveal the Echo icon beside this title.","ECHO DESCENT UNLOCK
Clear Floor %s to reveal the Echo icon beside this title.","SBLOCCO DISCESA DELL'ECO
Supera il Piano %s per rivelare l'icona dell'Eco accanto al titolo.","ECHO-ABSTIEG FREISCHALTEN
Schließe Ebene %s ab, um das Echo-Symbol neben diesem Titel zu enthüllen.","DÉBLOCAGE DE LA DESCENTE D'ÉCHO
Termine l'Étage %s pour révéler l'icône d'Écho à côté de ce titre."
Echo Descent unlocks after clearing Tower Floor %s.,Echo Descent unlocks after clearing Tower Floor %s.,La Discesa dell'Eco si sblocca dopo aver superato il Piano %s della Torre.,Der Echo-Abstieg wird nach dem Abschluss von Turmebene %s freigeschaltet.,La Descente d'Écho se débloque après avoir terminé l'Étage %s de la Tour.
"Echo Descent unlocks after Tower Floor %s. Five heroes descend through four hostile depths and one Guardian. Only the first reward-eligible Guardian clear each UTC day secures the next Anchor and grants Resonance. Later same-day Guardian clears are practice: they grant Bond XP and return the party to its existing secured Anchor.

Formation: exactly 5 heroes and up to 2 companions
Failure or abandon returns the party to its secured Anchor. Attempts are unlimited. Echo monsters grant no ordinary item drops.","Echo Descent unlocks after Tower Floor %s. Five heroes descend through four hostile depths and one Guardian. Only the first reward-eligible Guardian clear each UTC day secures the next Anchor and grants Resonance. Later same-day Guardian clears are practice: they grant Bond XP and return the party to its existing secured Anchor.

Formation: exactly 5 heroes and up to 2 companions
Failure or abandon returns the party to its secured Anchor. Attempts are unlimited. Echo monsters grant no ordinary item drops.","La Discesa dell'Eco si sblocca dopo il Piano %s della Torre. Cinque eroi attraversano quattro profondità ostili e un Guardiano. Solo la prima vittoria idonea contro il Guardiano di ogni giorno UTC consolida l'Ancora successiva e concede Risonanza. Le altre vittorie contro il Guardiano nello stesso giorno sono prove: concedono PE Legame e riportano il gruppo all'Ancora già consolidata.

Formazione: esattamente 5 eroi e fino a 2 famigli
Una sconfitta o un abbandono riporta il gruppo all'Ancora consolidata. I tentativi sono illimitati. I mostri dell'Eco non concedono bottino ordinario.","Der Echo-Abstieg wird nach Turmebene %s freigeschaltet. Fünf Helden steigen durch vier feindliche Tiefen und einen Wächter hinab. Nur der erste belohnungsberechtigte Wächtersieg jedes UTC-Tages sichert den nächsten Anker und gewährt Resonanz. Spätere Wächtersiege am selben Tag sind Übung: Sie gewähren Bindungs-EP und bringen die Gruppe zu ihrem bestehenden gesicherten Anker zurück.

Formation: genau 5 Helden und bis zu 2 Begleiter
Niederlage oder Abbruch bringt die Gruppe zu ihrem gesicherten Anker zurück. Die Versuche sind unbegrenzt. Echo-Monster lassen keine gewöhnlichen Gegenstände fallen.","La Descente d'Écho se débloque après l'Étage %s de la Tour. Cinq héros descendent à travers quatre profondeurs hostiles et un Gardien. Seule la première victoire éligible aux récompenses contre le Gardien de chaque jour UTC sécurise l'Ancre suivante et accorde de la Résonance. Les victoires ultérieures du même jour sont de l'entraînement : elles accordent de l'XP de lien et ramènent le groupe à son Ancre sécurisée existante.

Formation : exactement 5 héros et jusqu'à 2 compagnons
Un échec ou un abandon ramène le groupe à son Ancre sécurisée. Les tentatives sont illimitées. Les monstres d'Écho ne laissent aucun butin ordinaire."
Echo Resonance  R%s / %s,Echo Resonance  R%s / %s,Risonanza dell'Eco  R%s / %s,Echo-Resonanz  R%s / %s,Résonance d'Écho  R%s / %s
"EXPECTED ECHO RESONANCE
Rank %s / %s is the intended progression target for this floor.","EXPECTED ECHO RESONANCE
Rank %s / %s is the intended progression target for this floor.","RISONANZA DELL'ECO PREVISTA
Il grado %s / %s è l'obiettivo di progressione previsto per questo piano.","ERWARTETE ECHO-RESONANZ
Rang %s / %s ist das angestrebte Fortschrittsziel für diese Ebene.","RÉSONANCE D'ÉCHO ATTENDUE
Le rang %s / %s est l'objectif de progression prévu pour cet étage."
"EXPECTED ECHO RESONANCE
Rank %s / %s is the intended formation-average target. ECHO PRESSURE compounds enemy HP by +%s%% and enemy Attack by +%s%% for each missing average rank; it never blocks entry.","EXPECTED ECHO RESONANCE
Rank %s / %s is the intended formation-average target. ECHO PRESSURE compounds enemy HP by +%s%% and enemy Attack by +%s%% for each missing average rank; it never blocks entry.","RISONANZA DELL'ECO PREVISTA
Il grado %s / %s è l'obiettivo medio della formazione. PRESSIONE DELL'ECO moltiplica i PV nemici del +%s%% e l'Attacco nemico del +%s%% per ogni grado medio mancante; non blocca mai l'accesso.","ERWARTETE ECHO-RESONANZ
Rang %s / %s ist der angestrebte Formationsdurchschnitt. ECHO-DRUCK erhöht die gegnerischen LP um +%s%% und den gegnerischen Angriff um +%s%% für jeden fehlenden Durchschnittsrang; er blockiert den Zugang nie.","RÉSONANCE D'ÉCHO ATTENDUE
Le rang %s / %s est la moyenne de formation visée. La PRESSION D'ÉCHO cumule +%s%% de PV ennemis et +%s%% d'Attaque ennemie pour chaque rang moyen manquant ; elle ne bloque jamais l'entrée."
Finish or abandon the active Echo push first,Finish or abandon the active Echo push first,Completa o abbandona prima l'avanzata attiva nell'Eco,Beende oder brich zuerst den aktiven Echo-Vorstoß ab,Termine ou abandonne d'abord l'avancée d'Écho en cours
Finish or abandon the active Tower attempt first,Finish or abandon the active Tower attempt first,Completa o abbandona prima il tentativo attivo nella Torre,Beende oder brich zuerst den aktiven Turmversuch ab,Termine ou abandonne d'abord la tentative de la Tour en cours
Next daily reward at 00:00 UTC in %s,Next daily reward at 00:00 UTC in %s,Prossima ricompensa giornaliera alle 00:00 UTC tra %s,Nächste Tagesbelohnung um 00:00 UTC in %s,Prochaine récompense quotidienne à 00:00 UTC dans %s
"Permanent Echo power. Rank %s grants +%s%% max HP and Attack, and +%.1f Defense and Magic Defense. The first reward-eligible Guardian clear each UTC day secures the next Anchor and grants +%s Echo Resonance to exactly five heroes.","Permanent Echo power. Rank %s grants +%s%% max HP and Attack, and +%.1f Defense and Magic Defense. The first reward-eligible Guardian clear each UTC day secures the next Anchor and grants +%s Echo Resonance to exactly five heroes.","Potere permanente dell'Eco. Il grado %s concede +%s%% a PV massimi e Attacco, e +%.1f a Difesa e Difesa magica. La prima vittoria idonea contro il Guardiano di ogni giorno UTC consolida l'Ancora successiva e concede +%s Risonanza dell'Eco a esattamente cinque eroi.",Dauerhafte Echo-Macht. Rang %s gewährt +%s%% maximale LP und Angriff sowie +%.1f Verteidigung und Magieverteidigung. Der erste belohnungsberechtigte Wächter-Sieg an jedem UTC-Tag sichert den nächsten Anker und gewährt genau fünf Helden +%s Echo-Resonanz.,"Puissance d'Écho permanente. Le rang %s accorde +%s%% de PV max et d'Attaque, ainsi que +%.1f en Défense et Défense magique. La première victoire sur le Gardien éligible aux récompenses de chaque jour UTC consolide l'Ancre suivante et accorde +%s Résonance d'Écho à exactement cinq héros."
"PRACTICE DAY
Today's Anchor advance is already claimed. A Guardian clear grants Bond XP, then returns the party to secured Anchor %s. Echo monsters grant no ordinary item drops.","PRACTICE DAY
Today's Anchor advance is already claimed. A Guardian clear grants Bond XP, then returns the party to secured Anchor %s. Echo monsters grant no ordinary item drops.","GIORNO DI PROVA
L'avanzamento dell'Ancora di oggi è già stato riscosso. Una vittoria contro il Guardiano concede PE Legame, poi riporta il gruppo all'Ancora consolidata %s. I mostri dell'Eco non rilasciano normali oggetti come bottino.","ÜBUNGSTAG
Der heutige Ankervorstoß wurde bereits eingelöst. Ein Sieg über den Wächter gewährt Bindungs-EP und bringt die Gruppe dann zum gesicherten Anker %s zurück. Echo-Monster lassen keine gewöhnliche Beute fallen.","JOURNÉE D'ENTRAÎNEMENT
L'avancée d'Ancre du jour a déjà été réclamée. Vaincre le Gardien accorde de l'XP de lien, puis ramène le groupe à l'Ancre consolidée %s. Les monstres d'Écho ne laissent aucun butin ordinaire."
Select at least one available hero,Select at least one available hero,Seleziona almeno un eroe disponibile,Wähle mindestens einen verfügbaren Helden,Sélectionne au moins un héros disponible
"The first reward-eligible Guardian cleared each UTC day secures the next Anchor and grants +%s Resonance to exactly the 5 heroes in that successful formation, once per day. Later same-day Guardian clears are practice: they grant Bond XP but do not advance the Anchor. Resonance has a maximum rank of %s. Each rank grants +2%% maximum HP and Attack, plus +0.5 Defense and Magic Defense, helping those heroes climb higher Tower floors.","The first reward-eligible Guardian cleared each UTC day secures the next Anchor and grants +%s Resonance to exactly the 5 heroes in that successful formation, once per day. Later same-day Guardian clears are practice: they grant Bond XP but do not advance the Anchor. Resonance has a maximum rank of %s. Each rank grants +2%% maximum HP and Attack, plus +0.5 Defense and Magic Defense, helping those heroes climb higher Tower floors.","Il primo Guardiano idoneo sconfitto ogni giorno UTC consolida l'Ancora successiva e concede +%s Risonanza esattamente ai 5 eroi della formazione vincente, una volta al giorno. Le altre vittorie contro il Guardiano nello stesso giorno sono prove: concedono PE Legame ma non fanno avanzare l'Ancora. La Risonanza ha un grado massimo di %s. Ogni grado concede +2%% a PV massimi e Attacco, oltre a +0,5 a Difesa e Difesa magica, aiutando quegli eroi a salire ai piani più alti della Torre.","Der erste belohnungsberechtigte Wächter, der an jedem UTC-Tag besiegt wird, sichert den nächsten Anker und gewährt genau den 5 Helden dieser erfolgreichen Formation +%s Resonanz, einmal pro Tag. Weitere Wächtersiege am selben Tag sind Übung: Sie gewähren Bindungs-EP, bringen den Anker aber nicht voran. Resonanz hat einen maximalen Rang von %s. Jeder Rang gewährt +2%% maximale LP und Angriff sowie +0,5 Verteidigung und Magieverteidigung und hilft diesen Helden, höhere Turmebenen zu erklimmen.","Le premier Gardien éligible aux récompenses vaincu chaque jour UTC sécurise l'Ancre suivante et accorde +%s Résonance aux 5 héros exacts de cette formation victorieuse, une fois par jour. Les victoires suivantes contre le Gardien le même jour servent d'entraînement : elles accordent de l'XP de lien mais ne font pas avancer l'Ancre. La Résonance a un rang maximal de %s. Chaque rang accorde +2%% de PV maximum et d'Attaque, ainsi que +0,5 en Défense et en Défense magique, aidant ces héros à gravir des étages plus élevés de la Tour."
Today's Guardian reward and Anchor advance: %s,Today's Guardian reward and Anchor advance: %s,Ricompensa del Guardiano e avanzamento dell'Ancora di oggi: %s,Wächterbelohnung und Ankerfortschritt von heute: %s,Récompense du Gardien et progression de l'Ancre du jour : %s
Tower Floor %s is in battle. Finish or abandon that Tower attempt before starting Echo Descent.,Tower Floor %s is in battle. Finish or abandon that Tower attempt before starting Echo Descent.,Il Piano %s della Torre è in battaglia. Completa o abbandona quel tentativo prima di avviare la Discesa dell'Eco.,"Turmebene %s befindet sich im Kampf. Beende oder brich diesen Turmversuch ab, bevor du den Echo-Abstieg startest.",L'étage %s de la Tour est en plein combat. Termine ou abandonne cette tentative de Tour avant de lancer la Descente d'Écho.
Tower of Resonance is unavailable,Tower of Resonance is unavailable,La Torre della Risonanza non è disponibile,Turm der Resonanz ist nicht verfügbar,La Tour de Résonance n'est pas disponible
"DAILY ANCHOR PUSH
The first reward-eligible Guardian clear secures Anchor %s and grants Resonance. Echo monsters grant no ordinary item drops.","DAILY ANCHOR PUSH
The first reward-eligible Guardian clear secures Anchor %s and grants Resonance. Echo monsters grant no ordinary item drops.","AVANZATA GIORNALIERA DELL'ANCORA
La prima vittoria idonea contro il Guardiano consolida l'Ancora %s e concede Risonanza. I mostri dell'Eco non rilasciano normali oggetti come bottino.","TÄGLICHER ANKER-VORSTOSS
Der erste belohnungsberechtigte Wächtersieg sichert Anker %s und gewährt Resonanz. Echo-Monster lassen keine gewöhnlichen Gegenstände fallen.","POUSSÉE D'ANCRE QUOTIDIENNE
La première victoire éligible aux récompenses contre le Gardien sécurise l'Ancre %s et accorde de la Résonance. Les monstres d'Écho ne laissent aucun butin ordinaire."
+%s PERMANENT HERO SLOT,+%s PERMANENT HERO SLOT,+%s POSTO EROE PERMANENTE,+%s PERMANENTER HELDENPLATZ,+%s EMPLACEMENT DE HÉROS PERMANENT
Tower floor %s cleared - +%s permanent hero slot,Tower floor %s cleared - +%s permanent hero slot,Piano %s della Torre superato - +%s posto eroe permanente,Turmebene %s geschafft - +%s dauerhafter Heldenplatz,Étage %s de la Tour terminé - +%s emplacement de héros permanent
"First-clear rewards: the coins above - the standard coin price of %s Tier %s accessory craft equivalents - and +%s permanent hero roster slot.
Accessory examples: %s

Every ten-floor checkpoint permanently expands recruit capacity by one; retries never repeat either reward.","First-clear rewards: the coins above - the standard coin price of %s Tier %s accessory craft equivalents - and +%s permanent hero roster slot.
Accessory examples: %s

Every ten-floor checkpoint permanently expands recruit capacity by one; retries never repeat either reward.","Ricompense prima vittoria: le monete qui sopra - il prezzo standard in monete equivalente a %s creazioni di accessori di grado %s - e +%s posto eroe permanente nel roster.
Esempi di accessori: %s

Ogni checkpoint di dieci piani aumenta permanentemente di uno la capienza per il reclutamento; i nuovi tentativi non ripetono nessuna delle due ricompense.","Belohnungen beim ersten Abschluss: die Münzen oben - der übliche Münzpreis von %s Accessoire-Herstellungen des Grades %s - und +%s dauerhafter Heldenplatz im Kader.
Accessoire-Beispiele: %s

Jeder Kontrollpunkt alle zehn Ebenen erweitert die Rekrutierungskapazität dauerhaft um eins; Wiederholungsversuche wiederholen keine der beiden Belohnungen.","Récompenses de première victoire : les pièces ci-dessus - le prix standard en pièces de %s fabrications d'accessoires de palier %s - et +%s emplacement de héros permanent dans l'effectif.
Exemples d'accessoires : %s

Chaque point de contrôle tous les dix étages augmente définitivement la capacité de recrutement de un ; les nouvelles tentatives ne redonnent aucune de ces deux récompenses."
Tower checkpoint roster bonus: +%s / +%s hero slots,Tower checkpoint roster bonus: +%s / +%s hero slots,Bonus capienza dei checkpoint della Torre: +%s / +%s posti eroe,Aufgebotsbonus der Turm-Kontrollpunkte: +%s / +%s Heldenplätze,Bonus d'effectif des points de contrôle de la Tour : +%s / +%s emplacements de héros
"These trials unlock through campaign progress, never by waiting for a day reset. Preparation is paid once; attempts and practice replays are unlimited and grant no normal raid loot.","These trials unlock through campaign progress, never by waiting for a day reset. Preparation is paid once; attempts and practice replays are unlimited and grant no normal raid loot.","Queste prove si sbloccano avanzando nella campagna, mai attendendo il ripristino giornaliero. La preparazione si paga una sola volta; i tentativi e le ripetizioni di pratica sono illimitati e non forniscono il normale bottino dei raid.","Diese Prüfungen werden durch Kampagnenfortschritt freigeschaltet, niemals durch Warten auf das Zurücksetzen des Tages. Die Vorbereitung wird einmal bezahlt; Versuche und Übungswiederholungen sind unbegrenzt und gewähren keine normale Raid-Beute.","Ces épreuves se débloquent grâce à la progression de la campagne, jamais en attendant la réinitialisation quotidienne. La préparation se paie une seule fois ; les tentatives et les rejouages d'entraînement sont illimités et n'accordent aucun butin de raid normal."
Description,Description,Descrizione,Beschreibung,Description
Premium purchases are available through Google Play on Android.,Premium purchases are available through Google Play on Android.,Gli acquisti premium sono disponibili tramite Google Play su Android.,Premium-Käufe sind über Google Play auf Android verfügbar.,Les achats Premium sont disponibles via Google Play sur Android.
Welcome Premium Pack purchase was not completed,Welcome Premium Pack purchase was not completed,L'acquisto del Pacchetto Premium di benvenuto non è stato completato,Der Kauf des Premium-Willkommenspakets wurde nicht abgeschlossen,L'achat du Pack Premium de Bienvenue n'a pas été finalisé
Premium purchase pending · delivery starts after Google Play approves payment,Premium purchase pending · delivery starts after Google Play approves payment,Acquisto premium in sospeso · la consegna inizierà dopo l'approvazione del pagamento da parte di Google Play,"Premium-Kauf ausstehend · die Lieferung startet, sobald Google Play die Zahlung genehmigt",Achat Premium en attente · la livraison commence après l'approbation du paiement par Google Play
Test rewarded ad playing…,Test rewarded ad playing…,Riproduzione dell'annuncio premio di prova…,Test-Belohnungsanzeige läuft…,Annonce avec récompense de test en cours…
Cloud sync is paused until the Play Games profile is confirmed safely.,Cloud sync is paused until the Play Games profile is confirmed safely.,La sincronizzazione cloud è in pausa finché il profilo Play Games non viene confermato in sicurezza.,"Die Cloud-Synchronisierung pausiert, bis das Play Games-Profil sicher bestätigt ist.",La synchronisation cloud est en pause jusqu'à ce que le profil Play Games soit confirmé en toute sécurité.
Cloud sync is blocked because this local save belongs to another profile.,Cloud sync is blocked because this local save belongs to another profile.,La sincronizzazione cloud è bloccata perché questo salvataggio locale appartiene a un altro profilo.,"Die Cloud-Synchronisierung ist blockiert, weil dieser lokale Speicherstand zu einem anderen Profil gehört.",La synchronisation cloud est bloquée car cette sauvegarde locale appartient à un autre profil.
