keys,en,it,de,fr
Glasswing Drift,Glasswing Drift,Deriva Alacristallo,Glasflügel-Drift,Dérive Aile-de-Verre
Hold the Line,Hold the Line,Mantieni la Linea,Haltet die Linie,Tiens la ligne
Iron Carapace,Iron Carapace,Carapace di Ferro,Eisenpanzer,Carapace de fer
Ironwood Renewal,Ironwood Renewal,Rinnovamento del Legnoferro,Eisenholz-Erneuerung,Renouveau du Bois de Fer
Last Vow,Last Vow,Ultimo Voto,Letztes Gelübde,Dernier vœu
Living Light,Living Light,Luce Vivente,Lebendes Licht,Lumière vivante
Living Moss,Living Moss,Muschio Vivente,Lebendes Moos,Mousse vivante
Living Veins,Living Veins,Vene Viventi,Lebende Adern,Veines vivantes
Marshal's Mark,Marshal's Mark,Marchio del Maresciallo,Zeichen des Marschalls,Marque du Maréchal
Matron's Adaptation,Matron's Adaptation,Adattamento della Matrona,Anpassung der Matrone,Adaptation de la Matrone
Mistform,Mistform,Forma di Nebbia,Nebelgestalt,Forme de brume
No Passage,No Passage,Nessun Passaggio,Kein Durchgang,Aucun passage
Pack Shadow,Pack Shadow,Ombra del Branco,Rudelschatten,Ombre de la meute
Poisonous Body,Poisonous Body,Corpo Velenoso,Giftiger Körper,Corps Venimeux
Refraction,Refraction,Rifrazione,Brechung,Réfraction
Root Lock,Root Lock,Vincolo di Radice,Wurzelschloss,Verrou de racine
Rooted Renewal,Rooted Renewal,Rinnovamento radicato,Verwurzelte Erneuerung,Renouveau enraciné
Rootmind Renewal,Rootmind Renewal,Rinnovamento della Menteradice,Wurzelgeist-Erneuerung,Renouveau de l'Esprit-Racine
Rootsteel Guard,Rootsteel Guard,Guardia d'Acciaioradice,Wurzelstahl-Wache,Garde d'Acier de Racine
Saltbound,Saltbound,Vincolato al Sale,Salzgebunden,Lié au sel
Settling Fog,Settling Fog,Nebbia Sedimentaria,Sinkender Nebel,Brouillard descendant
Siege Blows,Siege Blows,Colpi d'Assedio,Belagerungsschläge,Coups de siège
Sootglass Shell,Sootglass Shell,Guscio di Vetrofuliggine,Rußglas-Hülle,Coque de Verre de Suie
Sprayform,Sprayform,Forma di Spruzzo,Gischtgestalt,Forme d'embrun
Stable Orbit,Stable Orbit,Orbita Stabile,Stabiler Orbit,Orbite stable
Stolen Flame,Stolen Flame,Fiamma Rubata,Gestohlene Flamme,Flamme volée
Tide Lock,Tide Lock,Vincolo di Marea,Gezeitenschloss,Verrou de marée
Unspent Wick,Unspent Wick,Stoppino Intatto,Unverbrauchter Docht,Mèche intacte
Vault Guard,Vault Guard,Guardia della Cripta,Gruftwache,Garde de la crypte
Venom Veil,Venom Veil,Velo di Veleno,Giftschleier,Voile de venin
Withering Spores,Withering Spores,Spore Avvizzenti,Welkende Sporen,Spores Flétrissantes
Echo Descent,Echo Descent,Discesa dell'Eco,Echo-Abstieg,Descente d'Écho
"Beyond Floor 70, five heroes cross unstable strata shaped by three daily laws and return with permanent Resonance.","Beyond Floor 70, five heroes cross unstable strata shaped by three daily laws and return with permanent Resonance.","Oltre il Piano 70, cinque eroi attraversano strati instabili plasmati da tre leggi giornaliere e tornano con una Risonanza permanente.","Jenseits von Ebene 70 durchqueren fünf Helden instabile Schichten, geformt von drei täglichen Gesetzen, und kehren mit dauerhafter Resonanz zurück.","Au-delà de l'Étage 70, cinq héros traversent des strates instables façonnées par trois lois quotidiennes et reviennent avec une Résonance permanente."
One daily theme bundles three laws into a focused combat strategy.,One daily theme bundles three laws into a focused combat strategy.,Un tema giornaliero combina tre leggi in una strategia di combattimento mirata.,Ein tägliches Thema bündelt drei Gesetze zu einer gezielten Kampfstrategie.,Un thème quotidien réunit trois lois en une stratégie de combat ciblée.
Starved Current,Starved Current,Corrente Affamata,Ausgehungerte Strömung,Courant Affamé
Heroes gain 50% less Mana from their turns.,Heroes gain 50% less Mana from their turns.,Gli eroi ottengono il 50% di Mana in meno dai propri turni.,Helden erhalten 50% weniger Mana aus ihren Zügen.,Les héros gagnent 50% de Mana en moins lors de leurs tours.
Sanguine Casting,Sanguine Casting,Lancio Sanguigno,Blutiges Zaubern,Incantation Sanguine
Each hero active skill costs 8% of that hero's maximum Health after it resolves.,Each hero active skill costs 8% of that hero's maximum Health after it resolves.,Ogni abilità attiva costa l'8% della Salute massima dell'eroe dopo la sua risoluzione.,Jede aktive Heldenfähigkeit kostet nach ihrer Auflösung 8% des maximalen Lebens dieses Helden.,Chaque compétence active de héros coûte 8% de la Vie maximale de ce héros après sa résolution.
Severed Grace,Severed Grace,Grazia Recisa,Abgetrennte Gnade,Grâce tranchée
All healing received by heroes is reduced by 40%.,All healing received by heroes is reduced by 40%.,Tutte le cure ricevute dagli eroi sono ridotte del 40%.,"Alle Heilung, die Helden erhalten, wird um 40% verringert.",Tous les soins reçus par les héros sont réduits de 40%.
Null Ward,Null Ward,Protezione del Nulla,Nullschutz,Garde du néant
Enemies are immune to Magic damage. Bring Melee or Ranged attackers.,Enemies are immune to Magic damage. Bring Melee or Ranged attackers.,I nemici sono immuni ai danni magici. Schiera attaccanti da mischia o a distanza.,Gegner sind immun gegen Magieschaden. Bringe Nahkampf- oder Fernkampfangreifer mit.,Les ennemis sont immunisés contre les dégâts magiques. Amène des attaquants de mêlée ou à distance.
Adamant Ward,Adamant Ward,Protezione Adamantina,Adamantschutz,Garde adamantine
Enemies are immune to Melee and Ranged damage. Bring Magic attackers.,Enemies are immune to Melee and Ranged damage. Bring Magic attackers.,I nemici sono immuni ai danni da mischia e a distanza. Schiera attaccanti magici.,Gegner sind immun gegen Nahkampf- und Fernkampfschaden. Bringe Magieangreifer mit.,Les ennemis sont immunisés contre les dégâts de mêlée et à distance. Amène des attaquants magiques.
Prismatic Memory,Prismatic Memory,Memoria Prismatica,Prismatische Erinnerung,Mémoire Prismatique
"After an enemy takes a damage type, it is immune to that type until struck by a different one.","After an enemy takes a damage type, it is immune to that type until struck by a different one.","Dopo aver subito un tipo di danno, un nemico ne diventa immune finché non viene colpito da un tipo diverso.","Nachdem ein Gegner eine Schadensart erlitten hat, ist er gegen diese Art immun, bis ihn eine andere trifft.","Après avoir subi un type de dégâts, un ennemi y devient immunisé jusqu'à ce qu'un type différent le frappe."
Horizon Ward,Horizon Ward,Protezione dell'Orizzonte,Horizontschutz,Garde de l'horizon
Enemies are immune to Melee and Magic damage. Bring Ranged attackers.,Enemies are immune to Melee and Magic damage. Bring Ranged attackers.,I nemici sono immuni ai danni da mischia e magici. Schiera attaccanti a distanza.,Gegner sind immun gegen Nahkampf- und Magieschaden. Bringe Fernkampfangreifer mit.,Les ennemis sont immunisés contre les dégâts de mêlée et magiques. Amène des attaquants à distance.
Triune Fracture,Triune Fracture,Frattura Trina,Dreieiniger Bruch,Fracture Trine
"Attack an enemy with Melee, Ranged, and Magic damage to expose it to 30% more damage for the encounter.","Attack an enemy with Melee, Ranged, and Magic damage to expose it to 30% more damage for the encounter.","Attacca un nemico con danni da mischia, a distanza e magici per esporlo al 30% di danni in più per lo scontro.","Greife einen Gegner mit Nahkampf-, Fernkampf- und Magieschaden an, um ihn für die Begegnung 30% mehr Schaden auszusetzen.","Attaque un ennemi avec des dégâts de mêlée, à distance et magiques pour l'exposer à 30% de dégâts supplémentaires pendant la rencontre."
Keen Rupture,Keen Rupture,Squarcio Affilato,Scharfer Riss,Rupture acérée
A damaging critical hit exposes its target to 18% more damage for 2 turns.,A damaging critical hit exposes its target to 18% more damage for 2 turns.,Un colpo critico che infligge danni espone il bersaglio al 18% di danni in più per 2 turni.,Ein schädigender kritischer Treffer setzt sein Ziel 2 Züge lang 18% mehr Schaden aus.,Un coup critique infligeant des dégâts expose sa cible à 18% de dégâts supplémentaires pendant 2 tours.
Hexbreak,Hexbreak,Spezza-Maleficio,Fluchbrecher,Brise-maléfice
Applying a harmful effect exposes that enemy to 20% more damage for 2 turns.,Applying a harmful effect exposes that enemy to 20% more damage for 2 turns.,Applicare un effetto nocivo espone quel nemico al 20% di danni in più per 2 turni.,Das Anwenden eines schädlichen Effekts setzt diesen Gegner 2 Züge lang 20% mehr Schaden aus.,Appliquer un effet nocif expose cet ennemi à 20% de dégâts supplémentaires pendant 2 tours.
Magic only,Magic only,Solo magia,Nur Magie,Magie uniquement
Physical only,Physical only,Solo fisico,Nur physisch,Physique uniquement
Rotate attack types,Rotate attack types,Alterna i tipi di attacco,Angriffsarten wechseln,Alterner les types d'attaque
Ranged only,Ranged only,Solo a distanza,Nur Fernkampf,À distance uniquement
Arcane Famine,Arcane Famine,Carestia Arcana,Arkane Hungersnot,Famine arcanique
"Only Magic attacks deal damage. Mana is scarce, so debuffs create the safest openings.","Only Magic attacks deal damage. Mana is scarce, so debuffs create the safest openings.","Solo gli attacchi magici infliggono danni. Il Mana è scarso, quindi gli effetti negativi creano le aperture più sicure.","Nur Magieangriffe verursachen Schaden. Mana ist knapp, daher schaffen Debuffs die sichersten Öffnungen.","Seules les attaques magiques infligent des dégâts. Le Mana est rare, donc les affaiblissements créent les ouvertures les plus sûres."
Bloodspell Crucible,Bloodspell Crucible,Crogiolo del Sangue Magico,Blutzauber-Schmelztiegel,Creuset du Sort de Sang
"Only Magic attacks deal damage. Skills consume Health, while critical hits expose the Guardian.","Only Magic attacks deal damage. Skills consume Health, while critical hits expose the Guardian.","Solo gli attacchi magici infliggono danni. Le abilità consumano Salute, mentre i colpi critici espongono il Guardiano.","Nur Magieangriffe verursachen Schaden. Fähigkeiten verbrauchen Leben, während kritische Treffer den Wächter bloßstellen.","Seules les attaques magiques infligent des dégâts. Les compétences consomment de la Vie, tandis que les coups critiques exposent le Gardien."
Silent Sanctum,Silent Sanctum,Santuario Silente,Stilles Sanktum,Sanctuaire Silencieux
"Only Magic attacks deal damage. Healing is weakened, and harmful effects become the main opening.","Only Magic attacks deal damage. Healing is weakened, and harmful effects become the main opening.",Solo gli attacchi magici infliggono danni. Le cure sono indebolite e gli effetti negativi diventano l'apertura principale.,"Nur Magieangriffe verursachen Schaden. Die Heilung ist geschwächt, und schädliche Effekte werden zur wichtigsten Öffnung.",Seules les attaques magiques infligent des dégâts. Les soins sont affaiblis et les effets nocifs deviennent l'ouverture principale.
Dry Powder,Dry Powder,Polvere Asciutta,Trockenpulver,Poudre sèche
Magic attacks deal no damage. Slower Mana gain shifts the plan toward physical critical hits.,Magic attacks deal no damage. Slower Mana gain shifts the plan toward physical critical hits.,"Gli attacchi magici non infliggono danni. Il Mana si accumula più lentamente, orientando la strategia verso i colpi critici fisici.",Magieangriffe verursachen keinen Schaden. Langsamerer Mana-Gewinn verlagert den Plan auf physische kritische Treffer.,Les attaques magiques n'infligent aucun dégât. Un gain de Mana plus lent oriente le plan vers les coups critiques physiques.
Bloodsteel Offensive,Bloodsteel Offensive,Offensiva d'Acciaiosangue,Blutstahl-Offensive,Offensive d'Acier de Sang
"Magic attacks deal no damage. Physical skills cost Health, and debuffs open burst windows.","Magic attacks deal no damage. Physical skills cost Health, and debuffs open burst windows.",Gli attacchi magici non infliggono danni. Le abilità fisiche costano Salute e gli effetti negativi aprono finestre d'assalto.,"Magieangriffe verursachen keinen Schaden. Physische Fähigkeiten kosten Leben, und Debuffs öffnen Ausbruchsfenster.","Les attaques magiques n'infligent aucun dégât. Les compétences physiques coûtent de la Vie, et les affaiblissements ouvrent des fenêtres explosives."
Mortal Vanguard,Mortal Vanguard,Avanguardia Mortale,Sterbliche Vorhut,Avant-garde Mortelle
Magic attacks deal no damage. Reduced healing rewards decisive physical critical chains.,Magic attacks deal no damage. Reduced healing rewards decisive physical critical chains.,Gli attacchi magici non infliggono danni. Le cure ridotte premiano catene decisive di critici fisici.,Magieangriffe verursachen keinen Schaden. Verringerte Heilung belohnt entschlossene Ketten physischer kritischer Treffer.,Les attaques magiques n'infligent aucun dégât. Les soins réduits récompensent des chaînes de critiques physiques décisives.
Prismatic Relay,Prismatic Relay,Staffetta Prismatica,Prismatische Staffel,Relais Prismatique
"Repeated damage types are blocked. Rotate Melee, Ranged, and Magic attacks despite slower Mana gain.","Repeated damage types are blocked. Rotate Melee, Ranged, and Magic attacks despite slower Mana gain.","I tipi di danno ripetuti vengono bloccati. Alterna attacchi da mischia, a distanza e magici nonostante il Mana più lento.","Wiederholte Schadensarten werden blockiert. Wechsle zwischen Nahkampf-, Fernkampf- und Magieangriffen, trotz langsameren Mana-Gewinns.","Les types de dégâts répétés sont bloqués. Alterne les attaques de mêlée, à distance et magiques malgré un gain de Mana plus lent."
Sanguine Spectrum,Sanguine Spectrum,Spettro Sanguigno,Blutiges Spektrum,Spectre Sanguin
Repeated damage types are blocked. Rotate all three types while paying Health for active skills.,Repeated damage types are blocked. Rotate all three types while paying Health for active skills.,I tipi di danno ripetuti vengono bloccati. Alterna tutti e tre i tipi mentre paghi Salute per le abilità attive.,Wiederholte Schadensarten werden blockiert. Wechsle zwischen allen drei Arten und bezahle aktive Fähigkeiten mit Leben.,Les types de dégâts répétés sont bloqués. Alterne les trois types tout en payant tes compétences actives en Vie.
Fractured Grace,Fractured Grace,Grazia Fratturata,Zersplitterte Anmut,Grâce Fracturée
Repeated damage types are blocked. Rotate all three types while managing sharply reduced healing.,Repeated damage types are blocked. Rotate all three types while managing sharply reduced healing.,I tipi di danno ripetuti vengono bloccati. Alterna tutti e tre i tipi gestendo cure fortemente ridotte.,Wiederholte Schadensarten werden blockiert. Wechsle zwischen allen drei Arten und komme mit stark verringerter Heilung zurecht.,Les types de dégâts répétés sont bloqués. Alterne les trois types tout en composant avec des soins fortement réduits.
Deadeye Drought,Deadeye Drought,Siccità del Tiratore,Dürre des Scharfschützen,Sécheresse du Tireur d'Élite
Only Ranged attacks deal damage. Slower Mana gain rewards accurate critical volleys.,Only Ranged attacks deal damage. Slower Mana gain rewards accurate critical volleys.,Solo gli attacchi a distanza infliggono danni. Il Mana più lento premia raffiche critiche precise.,Nur Fernkampfangriffe verursachen Schaden. Langsamerer Mana-Gewinn belohnt genaue kritische Salven.,Seules les attaques à distance infligent des dégâts. Un gain de Mana plus lent récompense des salves critiques précises.
Bloodshot Volley,Bloodshot Volley,Raffica Insanguinata,Blutige Salve,Salve Sanglante
"Only Ranged attacks deal damage. Skills cost Health, and debuffs open focused-fire windows.","Only Ranged attacks deal damage. Skills cost Health, and debuffs open focused-fire windows.",Solo gli attacchi a distanza infliggono danni. Le abilità costano Salute e gli effetti negativi aprono finestre di fuoco concentrato.,"Nur Fernkampfangriffe verursachen Schaden. Fähigkeiten kosten Leben, und Debuffs öffnen Fenster für gebündeltes Feuer.","Seules les attaques à distance infligent des dégâts. Les compétences coûtent de la Vie, et les affaiblissements ouvrent des fenêtres de tir concentré."
Last Arrow,Last Arrow,Ultima Freccia,Letzter Pfeil,Dernière flèche
Only Ranged attacks deal damage. Reduced healing rewards decisive critical volleys.,Only Ranged attacks deal damage. Reduced healing rewards decisive critical volleys.,Solo gli attacchi a distanza infliggono danni. Le cure ridotte premiano raffiche critiche decisive.,Nur Fernkampfangriffe verursachen Schaden. Verringerte Heilung belohnt entschlossene kritische Salven.,Seules les attaques à distance infligent des dégâts. Les soins réduits récompensent des salves critiques décisives.
Tower of Resonance,Tower of Resonance,Torre della Risonanza,Turm der Resonanz,Tour de Résonance
The road did not end. It stood upright: one hundred endgame trials whose upper reaches are paced for growing Echo Resonance.,The road did not end. It stood upright: one hundred endgame trials whose upper reaches are paced for growing Echo Resonance.,"La strada non terminava: si ergeva verso l'alto in cento prove di fine gioco, con i piani superiori calibrati sulla crescita della Risonanza dell'Eco.","Der Weg endete nicht. Er richtete sich auf: hundert Endspiel-Prüfungen, deren obere Bereiche auf wachsende Echo-Resonanz abgestimmt sind.","La route ne s'est pas achevée : elle s'est dressée à la verticale, en cent épreuves de fin de jeu dont les hauteurs sont calibrées sur une Résonance d'Écho croissante."
The Foundations,The Foundations,Le Fondamenta,Die Fundamente,Les Fondations
The Flooded Stair,The Flooded Stair,La Scala Allagata,Die überflutete Treppe,L'Escalier Inondé
The Iron Boughs,The Iron Boughs,I Rami di Ferro,Die Eisenäste,Les Rameaux de Fer
The Lantern Reach,The Lantern Reach,La Distesa delle Lanterne,Die Laternenweite,L'Étendue des Lanternes
The Ashen Vault,The Ashen Vault,La Cripta Cinerea,Die Aschengruft,La Crypte Cendrée
The Star Gallery,The Star Gallery,La Galleria Stellare,Die Sternengalerie,La Galerie des étoiles
The Chimera Walk,The Chimera Walk,Il Cammino della Chimera,Der Chimärengang,La Marche de la Chimère
The Crownless Spire,The Crownless Spire,La Guglia Senza Corona,Die Kronlose Turmspitze,La Flèche Sans Couronne
The Worldroot Crown,The Worldroot Crown,La Corona della Radice del Mondo,Die Weltwurzelkrone,La Couronne de la Racine du Monde
The Zenith,The Zenith,Lo Zenit,Der Zenit,Le Zénith
Mortar Slime,Mortar Slime,Slime di Malta,Mörtel-Slime,Slime de mortier
A dense foundation ooze that packs loose stone into load-bearing mortar.,A dense foundation ooze that packs loose stone into load-bearing mortar.,Una densa melma delle fondamenta che compatta le pietre smosse trasformandole in malta portante.,"Ein dichter Fundamentschleim, der lose Steine zu tragendem Mörtel verdichtet.",Un limon des fondations dense qui compacte les pierres détachées en mortier porteur.
Keystone Spark,Keystone Spark,Scintilla della Chiave di Volta,Schlussstein-Funke,Étincelle de Clé de Voûte
A hot little core that races between the oldest keystones and wakes them.,A hot little core that races between the oldest keystones and wakes them.,Un piccolo nucleo rovente che sfreccia tra le chiavi di volta più antiche e le risveglia.,"Ein heißer kleiner Kern, der zwischen den ältesten Schlusssteinen umherrast und sie weckt.",Un petit noyau brûlant qui file entre les plus anciennes clés de voûte et les réveille.
Chalkvein Slime,Chalkvein Slime,Slime della Vena di Gesso,Kreideader-Slime,Slime de Veine de Craie
A pale mineral slime that follows chalk seams through the Tower's buried footings.,A pale mineral slime that follows chalk seams through the Tower's buried footings.,Uno slime minerale pallido che segue le vene di gesso attraverso le fondamenta sepolte della Torre.,"Ein blasser Mineral-Slime, der Kreideadern durch die verschütteten Fundamente des Turms verfolgt.",Un Slime minéral pâle qui suit les veines de craie à travers les fondations enfouies de la Tour.
Grout Ooze,Grout Ooze,Melma di Stucco,Fugenschleim,Vase de mortier
Caustic seepage gathered into a creature between the Tower's first-laid blocks.,Caustic seepage gathered into a creature between the Tower's first-laid blocks.,Infiltrazioni caustiche raccolte in una creatura tra i primi blocchi posati della Torre.,"Ätzendes Sickerwasser, das sich zwischen den zuerst gelegten Blöcken des Turms zu einem Wesen sammelte.",Une infiltration caustique rassemblée en créature entre les premiers blocs posés de la Tour.
Plumbline Blob,Plumbline Blob,Blob a Filo a Piombo,Lotlinien-Blob,Blob du Fil à Plomb
A perfectly balanced ooze that attacks anything disturbing the ancient vertical line.,A perfectly balanced ooze that attacks anything disturbing the ancient vertical line.,Una melma in perfetto equilibrio che attacca chiunque turbi l'antica linea verticale.,"Ein vollkommen ausbalancierter Schleim, der alles angreift, was die uralte senkrechte Linie stört.",Un limon parfaitement équilibré qui attaque tout ce qui trouble l'antique ligne verticale.
Bedrock Jelly,Bedrock Jelly,Gelatina della Roccia Madre,Grundgestein-Gelee,Gelée du socle rocheux
A slow slab-hearted slime pressed hard by the weight of one hundred floors.,A slow slab-hearted slime pressed hard by the weight of one hundred floors.,"Uno slime lento dal cuore di lastra, compresso dal peso di cento piani.","Ein langsamer Slime mit Plattenherz, hart gepresst vom Gewicht von hundert Ebenen.","Un Slime lent au cœur de dalle, comprimé par le poids de cent étages."
Pillar Ember,Pillar Ember,Brace del Pilastro,Säulenglut,Braise du pilier
An ember spirit nesting inside a cracked pillar where old masons left their heat.,An ember spirit nesting inside a cracked pillar where old masons left their heat.,"Uno spirito di brace annidato in un pilastro crepato, dove gli antichi muratori lasciarono il proprio calore.","Ein Glutgeist, der in einer rissigen Säule nistet, in der alte Steinmetze ihre Hitze zurückließen.",Un esprit de braise nichant dans un pilier fissuré où d'anciens maçons ont laissé leur chaleur.
Understep Drip,Understep Drip,Goccia Sottoscala,Unterstufen-Tropfen,Goutte de Sous-Marche
A patient green drip that has learned to hunt beneath unfinished stairs.,A patient green drip that has learned to hunt beneath unfinished stairs.,Una paziente goccia verde che ha imparato a cacciare sotto le scale incompiute.,"Ein geduldiger grüner Tropfen, der gelernt hat, unter unfertigen Treppen zu jagen.",Une goutte verte patiente qui a appris à chasser sous des escaliers inachevés.
Foundation Surveyor,Foundation Surveyor,Agrimensore delle Fondamenta,Fundamentvermesser,Arpenteur des Fondations
A many-colored sentinel that measures intruders against the Tower's original plan.,A many-colored sentinel that measures intruders against the Tower's original plan.,Una sentinella variopinta che misura gli intrusi secondo il progetto originario della Torre.,"Eine vielfarbige Schildwache, die Eindringlinge am ursprünglichen Plan des Turms misst.",Une sentinelle multicolore qui mesure les intrus à l'aune du plan originel de la Tour.
Basalt Oathkeeper,Basalt Oathkeeper,Custode del Giuramento di Basalto,Basalt-Eidhüter,Gardien du Serment de Basalte
The black-stone custodian sworn to bear every floor raised above the foundations.,The black-stone custodian sworn to bear every floor raised above the foundations.,Il custode di pietra nera che ha giurato di sostenere ogni piano eretto sopra le fondamenta.,"Der Verwalter aus schwarzem Stein, der geschworen hat, jede über den Fundamenten errichtete Ebene zu tragen.",Le custode de pierre noire qui a juré de porter chaque étage élevé au-dessus des fondations.
Rimewake Climber,Rimewake Climber,Scalatore della Scia Gelida,Frostspur-Kletterer,Grimpeur du Sillage de Givre
A cold vapor-creature climbing against the current along the drowned stair.,A cold vapor-creature climbing against the current along the drowned stair.,Una creatura di vapore gelido che risale controcorrente lungo la scala sommersa.,"Ein kaltes Dampfwesen, das gegen die Strömung die ertrunkene Treppe hinaufsteigt.",Une créature de vapeur glaciale qui remonte le courant le long de l'escalier noyé.
Siltstep Ooze,Siltstep Ooze,Melma del Gradino Limaccioso,Schlickstufen-Schleim,Vase du gradin limoneux
Living stair-silt that collapses into sludge and reforms one landing higher.,Living stair-silt that collapses into sludge and reforms one landing higher.,Limo vivente delle scale che collassa in fanghiglia e si ricompone un pianerottolo più in alto.,"Lebender Treppenschlamm, der zu Schlick zerfällt und sich einen Treppenabsatz höher neu bildet.",Un limon d'escalier vivant qui s'effondre en boue et se reforme une volée plus haut.
Brineglass Skulker,Brineglass Skulker,Predatore di Vetro Salmastro,Soleglas-Schleicher,Fureteur de Verre de Saumure
A translucent brine hunter whose facets hide it beneath shallow black water.,A translucent brine hunter whose facets hide it beneath shallow black water.,"Un cacciatore traslucido di salamoia, le cui sfaccettature lo celano sotto basse acque nere.","Ein durchscheinender Solejäger, dessen Facetten ihn unter flachem schwarzem Wasser verbergen.",Un chasseur de saumure translucide dont les facettes le dissimulent sous des eaux noires peu profondes.
Undertow Prism,Undertow Prism,Prisma della Risacca,Sogprisma,Prisme du Ressac
A revolving crystal that drags climbers down steps no longer visible beneath the flood.,A revolving crystal that drags climbers down steps no longer visible beneath the flood.,Un cristallo rotante che trascina gli scalatori giù per gradini ormai invisibili sotto l'inondazione.,"Ein kreisender Kristall, der Kletternde Stufen hinabzieht, die unter der Flut nicht mehr sichtbar sind.",Un cristal tournoyant qui entraîne les grimpeurs le long de marches devenues invisibles sous la crue.
Floodmark Leech,Floodmark Leech,Sanguisuga del Segno di Piena,Flutmarken-Blutegel,Sangsue de la Laisse de Crue
A clinging poison mist born at the high-water line of a forgotten deluge.,A clinging poison mist born at the high-water line of a forgotten deluge.,"Una nebbia velenosa aderente, nata sulla linea di massima piena di un diluvio dimenticato.","Ein haftender Giftnebel, geboren an der Hochwasserlinie einer vergessenen Sintflut.","Une brume empoisonnée tenace, née sur la ligne de crue d'un déluge oublié."
Rainchain Wisp,Rainchain Wisp,Fuoco Fatuo della Catena Pluviale,Regenketten-Irrlicht,Feu Follet de la Chaîne de Pluie
A quick water spirit sliding along chains that once drained the upper landings.,A quick water spirit sliding along chains that once drained the upper landings.,Un rapido spirito d'acqua che scivola lungo le catene che un tempo drenavano i pianerottoli superiori.,"Ein schneller Wassergeist, der an Ketten entlanggleitet, die einst die oberen Treppenabsätze entwässerten.",Un esprit d'eau rapide qui glisse le long des chaînes qui drainaient jadis les plateformes supérieures.
Foamveil Lurker,Foamveil Lurker,Predatore del Velo di Schiuma,Schaumschleier-Lauerer,Guetteur du Voile d'Écume
A quiet shape concealed by foam wherever the endless stair turns sharply.,A quiet shape concealed by foam wherever the endless stair turns sharply.,Una sagoma silenziosa celata dalla schiuma nei punti in cui la scala infinita svolta bruscamente.,"Eine stille Gestalt, von Schaum verborgen, wo immer die endlose Treppe scharf abknickt.",Une forme silencieuse dissimulée par l'écume là où l'escalier sans fin tourne brusquement.
Drowned Landing Guard,Drowned Landing Guard,Guardia del Pianerottolo Sommerso,Wache des ertrunkenen Treppenabsatzes,Garde de l'Escalier Noyé
A sediment-armored watchman that refuses to abandon its submerged landing.,A sediment-armored watchman that refuses to abandon its submerged landing.,Una sentinella corazzata di sedimenti che rifiuta di abbandonare il proprio pianerottolo sommerso.,"Ein sedimentgepanzerter Wachmann, der sich weigert, seinen versunkenen Treppenabsatz zu verlassen.",Un veilleur cuirassé de sédiments qui refuse d'abandonner sa plateforme submergée.
Bellrope Revenant,Bellrope Revenant,Revenant della Corda della Campana,Glockenseil-Wiedergänger,Revenant de la Corde de Cloche
A drowned attendant still hauling the bellrope with hands made of refracted water.,A drowned attendant still hauling the bellrope with hands made of refracted water.,Un servitore annegato che continua a tirare la corda della campana con mani d'acqua rifratta.,"Ein ertrunkener Diener, der noch immer das Glockenseil mit Händen aus gebrochenem Wasser zieht.",Un servant noyé qui tire encore la corde de la cloche avec des mains d'eau réfractée.
Bellwarden of the Drowned Step,Bellwarden of the Drowned Step,Custode della Campana del Gradino Sommerso,Glockenwart der ertrunkenen Stufe,Gardien de la Cloche de la Marche Noyée
"The stair's last warden, ringing one corroded verdict through every flooded landing.","The stair's last warden, ringing one corroded verdict through every flooded landing.","L'ultimo custode della scala, che fa risuonare un verdetto corroso in ogni pianerottolo allagato.","Der letzte Wart der Treppe, der ein zerfressenes Urteil durch jeden überfluteten Treppenabsatz läutet.","Le dernier gardien de l'escalier, faisant résonner un verdict corrodé sur chaque plateforme inondée."
Rustleaf Charger,Rustleaf Charger,Arrembante Fogliaruggine,Rostlaub-Stürmer,Chargeur Feuille-de-Rouille
An iron-tusked boar scattering flakes of rust from the canopy with every charge.,An iron-tusked boar scattering flakes of rust from the canopy with every charge.,Un cinghiale dalle zanne di ferro che sparge scaglie di ruggine dalla chioma a ogni carica.,"Ein Eber mit Eisenhauern, der mit jedem Ansturm Rostflocken aus dem Kronendach schleudert.",Un sanglier aux défenses de fer qui disperse des écailles de rouille depuis la canopée à chaque charge.
Mossiron Prowler,Mossiron Prowler,Predatore Muschioferro,Mooseisen-Schleicher,Rôdeur de Fer Moussu
A patient hunter whose mossy coat conceals a skeleton of hammered ironwood.,A patient hunter whose mossy coat conceals a skeleton of hammered ironwood.,"Un cacciatore paziente, il cui manto muschioso nasconde uno scheletro di legnoferro battuto.","Ein geduldiger Jäger, dessen moosiges Fell ein Skelett aus gehämmertem Eisenholz verbirgt.",Un chasseur patient dont le pelage moussu dissimule un squelette de bois de fer martelé.
Rivetwing Wisp,Rivetwing Wisp,Fuoco Fatuo Alarivetto,Nietflügel-Irrlicht,Feu Follet Aile-Rivetée
A bright canopy spirit fastened together by tiny glowing rivets.,A bright canopy spirit fastened together by tiny glowing rivets.,"Uno spirito luminoso della chioma, tenuto insieme da minuscoli rivetti incandescenti.","Ein heller Kronendachgeist, zusammengehalten von winzigen glühenden Nieten.","Un esprit lumineux de la canopée, assemblé par de minuscules rivets incandescents."
Bogbolt Beetle,Bogbolt Beetle,Scarabeo Dardo di Palude,Sumpfbolzen-Käfer,Scarabée trait-des-marais
