keys,en,it,de,fr
"The Ferric Canopy Sovereign's roots had grown through an old forge, and inside it, your heroes found the same weapon reforged again and again — I counted the weld-lines myself from the sketches they brought back. Each version is a little less a sword. The last one barely has an edge at all. Whatever it was becoming, it was not becoming a better blade.","The Ferric Canopy Sovereign's roots had grown through an old forge, and inside it, your heroes found the same weapon reforged again and again — I counted the weld-lines myself from the sketches they brought back. Each version is a little less a sword. The last one barely has an edge at all. Whatever it was becoming, it was not becoming a better blade.","Le radici del Sovrano della Chioma Ferrica erano cresciute attraverso una vecchia fucina, e al suo interno i tuoi eroi hanno trovato la stessa arma riforgiata più e più volte — ho contato io stessa le linee di saldatura dagli schizzi che hanno riportato. Ogni versione è un po' meno una spada. L'ultima ha a malapena un filo. Qualunque cosa stesse diventando, non stava diventando una lama migliore.","Die Wurzeln des Eisernen Blätterdach-Souveräns waren durch eine alte Schmiede gewachsen, und darin fanden deine Helden dieselbe Waffe, wieder und wieder umgeschmiedet — ich habe die Schweißnähte selbst anhand der Skizzen gezählt, die sie mitbrachten. Jede Fassung ist ein wenig weniger ein Schwert. Die letzte hat kaum noch eine Schneide. Was auch immer sie wurde, eine bessere Klinge wurde sie nicht.","Les racines du Souverain de la canopée ferrique avaient traversé une vieille forge, et à l'intérieur, tes héros ont trouvé la même arme reforgée encore et encore — j'ai compté moi-même les lignes de soudure sur les croquis qu'ils ont rapportés. Chaque version est un peu moins une épée. La dernière n'a presque plus de tranchant. Quoi qu'elle fût en train de devenir, ce n'était pas une meilleure lame."
"The Wickbound Pilgrim kept a hall lit with a hundred lanterns, every one of them still burning, and not one of them Keeper-make. My order taught that a lantern is trust, passed hand to hand under seal. Someone built their own trust here without asking anyone's permission, and it held — is still holding, after all this time. I do not know whether that should comfort me or not.","The Wickbound Pilgrim kept a hall lit with a hundred lanterns, every one of them still burning, and not one of them Keeper-make. My order taught that a lantern is trust, passed hand to hand under seal. Someone built their own trust here without asking anyone's permission, and it held — is still holding, after all this time. I do not know whether that should comfort me or not.","Il Pellegrino Vincolato allo Stoppino manteneva una sala illuminata da cento lanterne, tutte ancora accese, e nessuna di fattura dei Custodi. Il mio ordine insegnava che una lanterna è fiducia, tramandata di mano in mano sotto sigillo. Qualcuno qui ha costruito la propria fiducia senza chiedere il permesso a nessuno, ed essa ha retto — regge ancora, dopo tutto questo tempo. Non so se questo debba consolarmi o no.","Der Dochtgebundene Pilger unterhielt eine Halle, erhellt von hundert Laternen, jede einzelne noch brennend, und keine davon von Hüterhand gefertigt. Mein Orden lehrte, dass eine Laterne Vertrauen ist, unter Siegel von Hand zu Hand weitergegeben. Jemand hat hier sein eigenes Vertrauen errichtet, ohne irgendwen um Erlaubnis zu fragen, und es hielt — es hält noch immer, nach all dieser Zeit. Ich weiß nicht, ob mich das trösten sollte oder nicht.","Le Pèlerin lié à la mèche entretenait une salle éclairée par cent lanternes, toutes encore allumées, et aucune de facture des Gardiens. Mon ordre enseignait qu'une lanterne est une confiance, transmise de main en main sous scellé. Quelqu'un a bâti ici sa propre confiance sans demander la permission à personne, et elle a tenu — elle tient encore, après tout ce temps. Je ne sais pas si cela devrait me réconforter ou non."
"The Cinder Reliquary holds relics the crown once ordered destroyed — every one of them intact, catalogued, and hidden rather than handed over. This was not an accident of neglect. Someone chose, deliberately and more than once, to disobey a royal order rather than let these be lost. I recognize the handwriting on the labels. I have been trying not to.","The Cinder Reliquary holds relics the crown once ordered destroyed — every one of them intact, catalogued, and hidden rather than handed over. This was not an accident of neglect. Someone chose, deliberately and more than once, to disobey a royal order rather than let these be lost. I recognize the handwriting on the labels. I have been trying not to.","Il Reliquiario di Brace custodisce reliquie che un tempo la corona ordinò di distruggere — tutte intatte, catalogate e nascoste anziché consegnate. Non fu una svista dovuta a negligenza. Qualcuno scelse, deliberatamente e più di una volta, di disobbedire a un ordine reale piuttosto che lasciarle andare perdute. Riconosco la calligrafia sulle etichette. Ho cercato di non farlo.","Das Glutreliquiar birgt Reliquien, deren Vernichtung die Krone einst befahl — jede einzelne unversehrt, verzeichnet und versteckt statt ausgeliefert. Das war kein Versehen aus Nachlässigkeit. Jemand entschied sich bewusst und mehr als einmal, einem königlichen Befehl zu trotzen, statt sie verloren gehen zu lassen. Ich erkenne die Handschrift auf den Etiketten. Ich habe versucht, es nicht zu tun.","Le Reliquaire de braise abrite des reliques dont la couronne avait jadis ordonné la destruction — toutes intactes, cataloguées et cachées plutôt que livrées. Ce ne fut pas un oubli par négligence. Quelqu'un a choisi, délibérément et plus d'une fois, de désobéir à un ordre royal plutôt que de les laisser disparaître. Je reconnais l'écriture sur les étiquettes. J'essayais de ne pas la reconnaître."
"The Orrery Curator kept a star-chart, and on it, hand-drawn, every road its owner ever walked — the frontier camps, the flooded stair, the forge, the vault. Every single line on that chart ends at this tower. Not converges. Ends, as if it had always been the destination and everything before it was only the walk there. I do not think they knew that, starting out. I am no longer sure it matters whether they did.","The Orrery Curator kept a star-chart, and on it, hand-drawn, every road its owner ever walked — the frontier camps, the flooded stair, the forge, the vault. Every single line on that chart ends at this tower. Not converges. Ends, as if it had always been the destination and everything before it was only the walk there. I do not think they knew that, starting out. I am no longer sure it matters whether they did.","Il Curatore del Planetario conservava una mappa stellare, e su di essa, disegnata a mano, ogni strada mai percorsa dal suo proprietario — gli accampamenti di frontiera, la scala allagata, la fucina, la cripta. Ogni singola linea di quella mappa termina in questa torre. Non converge. Termina, come se fosse sempre stata la destinazione e tutto ciò che venne prima fosse solo il cammino per raggiungerla. Non credo che lo sapesse, all'inizio. Non sono più certa che importi se lo sapesse.","Der Planetariumskurator hütete eine Sternenkarte, und darauf, von Hand gezeichnet, jede Straße, die ihr Besitzer je gegangen ist — die Grenzlager, die geflutete Treppe, die Schmiede, die Gruft. Jede einzelne Linie auf dieser Karte endet an diesem Turm. Sie laufen nicht zusammen. Sie enden, als wäre er immer das Ziel gewesen und alles davor nur der Weg dorthin. Ich glaube nicht, dass er das zu Beginn wusste. Ich bin mir nicht mehr sicher, ob es darauf ankommt.","Le Conservateur du planétaire gardait une carte stellaire et, tracée à la main, chaque route que son propriétaire avait parcourue — les campements de la frontière, l'escalier inondé, la forge, la crypte. Chaque ligne de cette carte se termine à cette tour. Elles ne convergent pas. Elles se terminent, comme si la tour avait toujours été la destination et que tout le reste n'avait été que le trajet pour y venir. Je ne crois pas qu'il le savait, au départ. Je ne suis plus certaine que cela ait de l'importance."
"Your heroes did not find a relic at the Manymade Matriarch's floor. They found a page, and the handwriting on it does not belong to Eira. It reads: 'I am still myself. I checked, the way you check a wound — carefully, and expecting the worst. The relic answers faster than it used to. I tell myself that is efficiency. I am aware of how that sounds.'","Your heroes did not find a relic at the Manymade Matriarch's floor. They found a page, and the handwriting on it does not belong to Eira. It reads: 'I am still myself. I checked, the way you check a wound — carefully, and expecting the worst. The relic answers faster than it used to. I tell myself that is efficiency. I am aware of how that sounds.'","I tuoi eroi non hanno trovato una reliquia al piano della Matriarca dalle Molte Forme. Hanno trovato una pagina, e la calligrafia non appartiene a Eira. Recita: «Sono ancora me stesso. Ho controllato, come si controlla una ferita — con cautela, aspettandosi il peggio. La reliquia risponde più in fretta di prima. Mi dico che è efficienza. So bene come suona.»","Deine Helden fanden auf der Ebene der Vielgestaltigen Matriarchin kein Relikt. Sie fanden eine Seite, und die Handschrift darauf stammt nicht von Eira. Sie lautet: „Ich bin noch immer ich selbst. Ich habe nachgesehen, so wie man eine Wunde nachsieht — vorsichtig und auf das Schlimmste gefasst. Das Relikt antwortet schneller als früher. Ich rede mir ein, das sei Effizienz. Mir ist bewusst, wie das klingt.“","Tes héros n'ont pas trouvé de relique à l'étage de la Matriarche aux mille formes. Ils ont trouvé une page, et l'écriture qui s'y trouve n'est pas celle d'Eira. On y lit : « Je suis toujours moi-même. J'ai vérifié, comme on vérifie une blessure — avec précaution, en s'attendant au pire. La relique répond plus vite qu'avant. Je me dis que c'est de l'efficacité. Je sais très bien comment cela sonne. »"
"The Empty Castellan guarded a throne room built for someone who never arrived, because I refused to be crowned by people who were still hunting the families I had already sheltered. They sent champions after that refusal. I do not remember all of their names anymore, and I am no longer certain that is a loss. The room stayed empty. It was the one thing I got to choose.","The Empty Castellan guarded a throne room built for someone who never arrived, because I refused to be crowned by people who were still hunting the families I had already sheltered. They sent champions after that refusal. I do not remember all of their names anymore, and I am no longer certain that is a loss. The room stayed empty. It was the one thing I got to choose.","Il Castellano Vacuo custodiva una sala del trono costruita per qualcuno che non arrivò mai, perché rifiutai di essere incoronato da chi stava ancora dando la caccia alle famiglie che avevo già messo al riparo. Dopo quel rifiuto mandarono campioni. Non ricordo più tutti i loro nomi, e non sono più certo che sia una perdita. La sala rimase vuota. Fu l'unica cosa che potei scegliere.","Der Leere Kastellan bewachte einen Thronsaal, der für jemanden gebaut wurde, der nie eintraf, denn ich weigerte mich, von Leuten gekrönt zu werden, die noch immer Jagd auf die Familien machten, denen ich längst Zuflucht gegeben hatte. Nach dieser Weigerung schickten sie Kämpen. Ich erinnere mich nicht mehr an all ihre Namen, und ich bin mir nicht mehr sicher, ob das ein Verlust ist. Der Saal blieb leer. Es war das Einzige, was ich wählen durfte.","Le Castellan vide gardait une salle du trône bâtie pour quelqu'un qui n'est jamais venu, parce que j'ai refusé d'être couronné par des gens qui traquaient encore les familles que j'avais déjà abritées. Après ce refus, ils ont envoyé des champions. Je ne me souviens plus de tous leurs noms, et je ne suis plus certain que ce soit une perte. La salle est restée vide. C'est la seule chose que j'ai pu choisir."
"If you are reading this, keep climbing. I am not asking you to forgive what is at the top — I have had a very long time to decide I do not, either. I am asking you to finish it, because I could not, and because everyone after me deserves a door that actually closes. I chose to seal it in here rather than let it choose a wider room. That is the only clean thing I did. Take the crown, if it is still called that when you arrive.","If you are reading this, keep climbing. I am not asking you to forgive what is at the top — I have had a very long time to decide I do not, either. I am asking you to finish it, because I could not, and because everyone after me deserves a door that actually closes. I chose to seal it in here rather than let it choose a wider room. That is the only clean thing I did. Take the crown, if it is still called that when you arrive.","Se stai leggendo questo, continua a salire. Non ti sto chiedendo di perdonare ciò che troverai in cima — ho avuto moltissimo tempo per decidere che non lo perdono nemmeno io. Ti sto chiedendo di finire ciò che io non ho potuto finire, perché chiunque venga dopo di me merita una porta che si chiuda davvero. Ho scelto di sigillarlo qui dentro piuttosto che lasciargli scegliere una stanza più grande. È l'unica cosa pulita che io abbia fatto. Prendi la corona, se la chiamano ancora così quando arriverai.","Wenn du das liest, steig weiter. Ich bitte dich nicht, dem zu vergeben, was oben wartet — ich hatte sehr lange Zeit, um zu entscheiden, dass auch ich es nicht tue. Ich bitte dich, es zu beenden, weil ich es nicht konnte und weil jeder nach mir eine Tür verdient, die sich wirklich schließt. Ich entschied mich, es hier drinnen einzuschließen, statt es einen größeren Raum wählen zu lassen. Das ist das Einzige, was ich sauber getan habe. Nimm die Krone, falls sie noch so heißt, wenn du ankommst.","Si tu lis ceci, continue de monter. Je ne te demande pas de pardonner ce qui se trouve au sommet — j'ai eu très longtemps pour décider que moi non plus, je ne le pardonne pas. Je te demande d'en finir, parce que je n'ai pas pu, et parce que tous ceux qui viendront après moi méritent une porte qui se ferme vraiment. J'ai choisi de le sceller ici plutôt que de le laisser choisir une pièce plus vaste. C'est la seule chose propre que j'aie faite. Prends la couronne, si on l'appelle encore ainsi quand tu arriveras."
Floor 10's fall permanently opens a new hero roster slot and pays the Basalt Oathkeeper's coin bounty. Every floor you clear stays cleared — a later failed attempt never costs you this ground. Floor 11 opens the Flooded Stair.,Floor 10's fall permanently opens a new hero roster slot and pays the Basalt Oathkeeper's coin bounty. Every floor you clear stays cleared — a later failed attempt never costs you this ground. Floor 11 opens the Flooded Stair.,La caduta del Piano 10 apre in modo permanente un nuovo posto eroe e paga la taglia in monete del Custode del Giuramento di Basalto. Ogni piano superato resta superato — un tentativo fallito in seguito non ti costa mai questo terreno. Il Piano 11 apre la Scala Allagata.,"Der Fall von Ebene 10 öffnet dauerhaft einen neuen Heldenplatz und zahlt das Münzkopfgeld des Basalt-Eidhüters aus. Jede Ebene, die du schaffst, bleibt geschafft — ein späterer Fehlversuch kostet dich diesen Boden nie. Ebene 11 öffnet die Geflutete Treppe.",La chute de l'Étage 10 ouvre définitivement un nouvel emplacement de héros et verse la prime en pièces du Gardien du serment de basalte. Chaque étage franchi le reste — un échec ultérieur ne te coûtera jamais ce terrain. L'Étage 11 ouvre l'Escalier inondé.
"Floor 20 permanently opens another hero slot and pays the Bellwarden's bounty. The Star Gallery and its own quiet history wait ten floors up, but there is a great deal of iron and light between here and there.","Floor 20 permanently opens another hero slot and pays the Bellwarden's bounty. The Star Gallery and its own quiet history wait ten floors up, but there is a great deal of iron and light between here and there.","Il Piano 20 apre in modo permanente un altro posto per un eroe e paga la taglia del Custode della Campana del Gradino Sommerso. La Galleria Stellare e la sua storia silenziosa attendono dieci piani più in alto, ma tra qui e lì c'è molto ferro e molta luce da attraversare.","Ebene 20 öffnet dauerhaft einen weiteren Heldenplatz und zahlt das Kopfgeld des Glockenwächters aus. Die Sternengalerie und ihre eigene stille Geschichte warten zehn Ebenen höher, doch zwischen hier und dort liegt eine Menge Eisen und Licht.","L'Étage 20 ouvre définitivement un autre emplacement de héros et verse la prime du Gardien de la Cloche. La Galerie des étoiles et sa propre histoire silencieuse attendent dix étages plus haut, mais il y a beaucoup de fer et de lumière entre ici et là-bas."
Floor 30 opens a new hero slot and pays the Sovereign's bounty. The Lantern Reach ahead is gentler; the Ashen Vault after it is not.,Floor 30 opens a new hero slot and pays the Sovereign's bounty. The Lantern Reach ahead is gentler; the Ashen Vault after it is not.,Il Piano 30 apre un nuovo posto per un eroe e paga la taglia del Sovrano. La Distesa delle Lanterne più avanti è più mite; la Cripta Cinerea dopo di essa non lo è.,Ebene 30 öffnet einen neuen Heldenplatz und zahlt das Kopfgeld des Souveräns aus. Die Laternenweite voraus ist sanfter; die Aschengruft dahinter ist es nicht.,L'Étage 30 ouvre un nouvel emplacement de héros et verse la prime du Souverain. L'Étendue des lanternes qui suit est plus clémente ; la Crypte des cendres qui vient après ne l'est pas.
"Floor 40 opens a new hero slot and pays the Pilgrim's bounty. Halfway up, and the climb only gets more honest from here.","Floor 40 opens a new hero slot and pays the Pilgrim's bounty. Halfway up, and the climb only gets more honest from here.","Il Piano 40 apre un nuovo posto per un eroe e paga la taglia del Pellegrino. Sei a metà salita, e da qui la scalata diventa solo più sincera.","Ebene 40 öffnet einen neuen Heldenplatz und zahlt das Kopfgeld des Pilgers aus. Die Hälfte ist geschafft, und der Aufstieg wird von hier an nur noch ehrlicher.","L'Étage 40 ouvre un nouvel emplacement de héros et verse la prime du Pèlerin. À mi-hauteur, et la montée ne devient que plus honnête à partir d'ici."
Floor 50 opens a new hero slot and pays the Reliquary's bounty. The Star Gallery above charts something I was not prepared to see charted.,Floor 50 opens a new hero slot and pays the Reliquary's bounty. The Star Gallery above charts something I was not prepared to see charted.,Il Piano 50 apre un nuovo posto per un eroe e paga la taglia del Reliquiario. La Galleria Stellare più in alto traccia qualcosa che non ero preparata a veder tracciato.,"Ebene 50 öffnet einen neuen Heldenplatz und zahlt das Kopfgeld des Reliquiars aus. Die Sternengalerie darüber verzeichnet etwas, auf dessen Verzeichnung ich nicht vorbereitet war.",L'Étage 50 ouvre un nouvel emplacement de héros et verse la prime du Reliquaire. La Galerie des étoiles au-dessus cartographie une chose que je n'étais pas prête à voir cartographiée.
Floor 60 opens a new hero slot and pays the Curator's bounty. What comes next stops being secondhand.,Floor 60 opens a new hero slot and pays the Curator's bounty. What comes next stops being secondhand.,Il Piano 60 apre un nuovo posto per un eroe e paga la taglia del Curatore. Ciò che segue smette di essere raccontato di seconda mano.,"Ebene 60 öffnet einen neuen Heldenplatz und zahlt das Kopfgeld des Kurators aus. Was nun folgt, ist nicht länger aus zweiter Hand.",L'Étage 60 ouvre un nouvel emplacement de héros et verse la prime du Conservateur. Ce qui suit cesse d'être de seconde main.
"Floor 70's fall opens a new hero slot, pays the Matriarch's bounty, and unlocks Echo Descent for good. From here, five heroes at a time can cross Echo's strata; the first Guardian your five-hero party clears each UTC day grants +1 Echo Resonance rank to exactly those five heroes, up to a cap of Rank 10 each, worth +2% Max HP and Attack and +0.5 Defense and Magic Defense per rank in all content. Floors 71 through 100 are paced to expect it — keep building Resonance alongside every further climb.","Floor 70's fall opens a new hero slot, pays the Matriarch's bounty, and unlocks Echo Descent for good. From here, five heroes at a time can cross Echo's strata; the first Guardian your five-hero party clears each UTC day grants +1 Echo Resonance rank to exactly those five heroes, up to a cap of Rank 10 each, worth +2% Max HP and Attack and +0.5 Defense and Magic Defense per rank in all content. Floors 71 through 100 are paced to expect it — keep building Resonance alongside every further climb.","La caduta del Piano 70 apre un nuovo posto per un eroe, paga la taglia della Matriarca e sblocca definitivamente la Discesa dell'Eco. Da qui, cinque eroi alla volta possono attraversare gli strati dell'Eco; il primo Guardiano sconfitto dal tuo gruppo di cinque eroi in ogni giorno UTC concede +1 grado di Risonanza dell'Eco esattamente a quei cinque eroi, fino a un massimo di Rango 10 ciascuno, pari a +2% di Salute massima e Attacco e +0,5 di Difesa e Difesa magica per rango in ogni contenuto. I Piani da 71 a 100 sono calibrati per richiederla — continua a costruire Risonanza a ogni ulteriore salita.","Der Fall von Ebene 70 öffnet einen neuen Heldenplatz, zahlt das Kopfgeld der Matriarchin aus und schaltet den Echo-Abstieg endgültig frei. Von hier an können fünf Helden gleichzeitig die Schichten des Echos durchqueren; der erste Wächter, den deine fünfköpfige Gruppe an jedem UTC-Tag bezwingt, gewährt genau diesen fünf Helden +1 Rang Echo-Resonanz, bis zu einer Grenze von Rang 10 je Held, was in allen Inhalten +2 % max. LP und Angriff sowie +0,5 Verteidigung und Magieverteidigung pro Rang bedeutet. Die Ebenen 71 bis 100 sind darauf ausgelegt — baue die Resonanz bei jedem weiteren Aufstieg weiter aus.","La chute de l'Étage 70 ouvre un nouvel emplacement de héros, verse la prime de la Matriarche et débloque définitivement la Descente d'Écho. Dès lors, cinq héros à la fois peuvent traverser les strates de l'Écho ; le premier Gardien vaincu par ton groupe de cinq héros chaque jour UTC accorde +1 rang de Résonance d'Écho à ces cinq héros précisément, jusqu'à un maximum de Rang 10 chacun, soit +2 % de PV max et d'Attaque et +0,5 de Défense et de Défense magique par rang dans tous les contenus. Les Étages 71 à 100 sont calibrés en conséquence — continue à développer la Résonance à chaque nouvelle montée."
Floor 80 opens a new hero slot and pays the Castellan's bounty. Recommended readiness climbs sharply here — bring your strongest gear and Echo Resonance investment into the Worldroot Crown above.,Floor 80 opens a new hero slot and pays the Castellan's bounty. Recommended readiness climbs sharply here — bring your strongest gear and Echo Resonance investment into the Worldroot Crown above.,Il Piano 80 apre un nuovo posto per un eroe e paga la taglia del Castellano. Da qui la preparazione consigliata sale bruscamente — porta il tuo equipaggiamento migliore e il massimo investimento in Risonanza dell'Eco nella Corona della Radice del Mondo più in alto.,Ebene 80 öffnet einen neuen Heldenplatz und zahlt das Kopfgeld des Kastellans aus. Die empfohlene Vorbereitung steigt hier stark an — bring deine stärkste Ausrüstung und deine Investition in Echo-Resonanz mit in die Weltwurzelkrone darüber.,"L'Étage 80 ouvre un nouvel emplacement de héros et verse la prime du Castellan. La préparation recommandée grimpe fortement ici — emporte ton meilleur équipement et ton investissement en Résonance d'Écho dans la Couronne de la Racine du Monde, plus haut."
"Floor 90 opens another hero slot and pays the Heartbloom Colossus's bounty. Only the apex remains: bring Echo Resonance Rank 8 on your core team, 10 to 12 active raid sets, and 2 high-rarity companions before you climb to Floor 100. Floor 100 still awards the final checkpoint hero slot when the apex falls.","Floor 90 opens another hero slot and pays the Heartbloom Colossus's bounty. Only the apex remains: bring Echo Resonance Rank 8 on your core team, 10 to 12 active raid sets, and 2 high-rarity companions before you climb to Floor 100. Floor 100 still awards the final checkpoint hero slot when the apex falls.","Il Piano 90 apre un altro posto per un eroe e paga la taglia del Colosso della Fioritura del Cuore. Resta solo l'apice: porta Rango 8 di Risonanza dell'Eco sul tuo gruppo principale, da 10 a 12 set da raid attivi e 2 famigli di rarità elevata prima di salire al Piano 100. Il Piano 100 assegna comunque l'ultimo posto per un eroe dei checkpoint quando l'apice cade.","Ebene 90 öffnet einen weiteren Heldenplatz und zahlt das Kopfgeld des Herzblüten-Kolosses aus. Nur die Spitze bleibt: Bring Echo-Resonanz Rang 8 in deinem Kernteam, 10 bis 12 aktive Raid-Sets und 2 hochseltene Begleiter mit, bevor du zu Ebene 100 aufsteigst. Ebene 100 vergibt weiterhin den letzten Heldenplatz des Kontrollpunkts, wenn die Spitze fällt.","L'Étage 90 ouvre un autre emplacement de héros et verse la prime du Colosse de la floraison du cœur. Il ne reste que le sommet : emporte le Rang 8 de Résonance d'Écho sur ton équipe principale, 10 à 12 sets de raid actifs et 2 familiers de rareté élevée avant de monter à l'Étage 100. L'Étage 100 accorde toujours le dernier emplacement de héros de point de contrôle lorsque le sommet tombe."
The Road Within Opens,The Road Within Opens,La via interiore si apre,Die innere Straße öffnet sich,La route intérieure s'ouvre
"Commander, an elite promotion has changed more than a title. The hero returned to level 0 and can now Ascend. Four Ascendant Paths offer combat bonuses while the hero levels again. They will earn 16 Ascension Points through level 50; later rows require earlier spending, and the level-50 capstone costs the final point.","Commander, an elite promotion has changed more than a title. The hero returned to level 0 and can now Ascend. Four Ascendant Paths offer combat bonuses while the hero levels again. They will earn 16 Ascension Points through level 50; later rows require earlier spending, and the level-50 capstone costs the final point.","Comandante, una promozione élite ha cambiato più di un titolo. L'eroe è tornato al livello 0 e ora può ascendere. Quattro Percorsi Ascendenti offrono bonus di combattimento mentre l'eroe sale nuovamente di livello. Otterrà 16 Punti Ascensione entro il livello 50; le righe successive richiedono di spendere punti nelle precedenti e l'Apice di livello 50 costa il punto finale.","Kommandant, eine Elite-Beförderung hat mehr als nur einen Titel verändert. Der Held ist auf Stufe 0 zurückgekehrt und kann nun aufsteigen. Vier Aufstiegspfade bieten Kampfboni, während der Held erneut Stufen gewinnt. Bis Stufe 50 verdient er 16 Aufstiegspunkte; spätere Reihen setzen voraus, dass in früheren bereits Punkte ausgegeben wurden, und der Gipfel auf Stufe 50 kostet den letzten Punkt.","Commandant, une promotion d'élite a changé bien plus qu'un titre. Le héros est revenu au niveau 0 et peut désormais accomplir son Ascension. Quatre Voies ascendantes offrent des bonus de combat pendant qu'il regagne des niveaux. Il obtiendra 16 Points d'ascension jusqu'au niveau 50 ; les rangées supérieures exigent d'avoir dépensé dans les précédentes, et l'Apogée du niveau 50 coûte le dernier point."
"Open Heroes, select the elite hero, then tap the Ascension emblem on their portrait. The first path is free. Ranks can be added or removed freely within the current path, but changing paths consumes a Sigil of Rebirth, crafted in the Workshop for 50,000 coins from two Pathless Embers rarely dropped by raid bosses. The elite class choice and its level reset are irreversible; this letter has no reward to claim.","Open Heroes, select the elite hero, then tap the Ascension emblem on their portrait. The first path is free. Ranks can be added or removed freely within the current path, but changing paths consumes a Sigil of Rebirth, crafted in the Workshop for 50,000 coins from two Pathless Embers rarely dropped by raid bosses. The elite class choice and its level reset are irreversible; this letter has no reward to claim.","Apri Eroi, seleziona l'eroe élite e tocca l'emblema Ascensione sul ritratto. Il primo percorso è gratuito. Puoi aggiungere o rimuovere liberamente gradi nel percorso attuale, ma cambiarlo consuma un Emblema della Rinascita, creato nel laboratorio con 50.000 monete e due Braci Senza Sentiero ottenute raramente dai boss dei raid. La scelta della classe élite e il relativo azzeramento sono irreversibili; la lettera non contiene ricompense da riscattare.","Öffne Helden, wähle den Elite-Helden und tippe dann auf das Aufstiegsemblem auf seinem Porträt. Der erste Pfad ist kostenlos. Ränge können innerhalb des aktuellen Pfades frei hinzugefügt oder entfernt werden, doch ein Pfadwechsel verbraucht ein Wiedergeburtssiegel, das in der Werkstatt für 50.000 Münzen aus zwei Pfadlosen Gluten gefertigt wird, die selten von Raid-Bossen fallen gelassen werden. Die Wahl der Elite-Klasse und ihr Stufen-Reset sind unwiderruflich; dieser Brief enthält keine Belohnung zum Einlösen.","Ouvre Héros, sélectionne le héros d'élite, puis touche l'emblème d'Ascension sur son portrait. La première voie est gratuite. Les rangs peuvent être ajoutés ou retirés librement dans la voie actuelle, mais changer de voie consomme un Sceau de renaissance, fabriqué à l'Atelier pour 50 000 pièces à partir de deux Braises sans voie, rarement lâchées par les boss de raid. Le choix de la classe d'élite et la réinitialisation de niveau qui l'accompagne sont irréversibles ; cette lettre ne contient aucune récompense à réclamer."
