keys,en,it,de,fr
Worldheart Reliquary,Worldheart Reliquary,Reliquiario del cuore del mondo,Weltherz-Reliquiar,Reliquaire du Cœur du Monde
An ancient heartwood reliquary that pours the Worldroot's deepest vitality into every healing act.,An ancient heartwood reliquary that pours the Worldroot's deepest vitality into every healing act.,Un antico reliquiario di durame che riversa la vitalità più profonda della Radice del Mondo in ogni atto di guarigione.,"Ein uraltes Kernholzreliquiar, das die tiefste Lebenskraft der Weltwurzel in jeden Heilakt ergießt.",Un ancien reliquaire de duramen qui déverse la vitalité la plus profonde de la Racine du Monde dans chaque acte de soin.
Wardenroot Aegis,Wardenroot Aegis,Egida della radice guardiana,Wächterwurzel-Ägis,Égide de la racine gardienne
A plated ironbark ward grown by the forest's warden to shelter the front line.,A plated ironbark ward grown by the forest's warden to shelter the front line.,Una protezione corazzata di Scorzaferrea cresciuta dal guardiano della foresta per riparare la prima linea.,"Ein gepanzerter Eisenrindenschutz, gezogen vom Wächter des Waldes, um die Frontlinie zu beschirmen.","Une protection plaquée en écorce-de-fer, cultivée par le gardien de la forêt pour abriter la ligne de front."
Ironthorn Pendant,Ironthorn Pendant,Pendente spinaferro,Eisendorn-Anhänger,Pendentif épine-de-fer
A barbed ironwood thorn honed to reward every decisive strike.,A barbed ironwood thorn honed to reward every decisive strike.,Una spina uncinata di legno ferroso affilata per premiare ogni colpo decisivo.,"Ein widerhakenbesetzter Eisenholzdorn, geschliffen, um jeden entscheidenden Treffer zu belohnen.","Une épine barbelée de bois-de-fer, affûtée pour récompenser chaque frappe décisive."
Vowkeeper Bulwark,Vowkeeper Bulwark,Baluardo del custode dei voti,Gelübdehüter-Bollwerk,Rempart du Gardien des Vœux
A monastery seal of banked flame carried by those who swear to stand unbroken.,A monastery seal of banked flame carried by those who swear to stand unbroken.,"Un sigillo monastico di fiamma custodita, portato da chi giura di restare saldo.","Ein Klostersiegel gehüteter Flamme, getragen von jenen, die schwören, ungebrochen zu stehen.","Un sceau monastique de flamme couvée, porté par ceux qui jurent de rester inébranlables."
Emberfang Pendant,Emberfang Pendant,Pendente zanna di brace,Glutzahn-Anhänger,Pendentif croc-de-braise
A vow-forged ember fang that turns disciplined fury into cutting force.,A vow-forged ember fang that turns disciplined fury into cutting force.,Una zanna di brace forgiata dai voti che trasforma la furia disciplinata in forza tagliente.,"Ein gelübdegeschmiedeter Glutzahn, der disziplinierte Wut in schneidende Kraft verwandelt.","Un croc de braise forgé par les vœux, qui change une fureur disciplinée en force tranchante."
Worldroot Bulwark,Worldroot Bulwark,Baluardo della Radice del Mondo,Weltwurzel-Bollwerk,Rempart de la Racine du Monde
A living heartwood crest whose deep roots hold the bearer fast against any tide.,A living heartwood crest whose deep roots hold the bearer fast against any tide.,Uno stemma di durame vivente le cui radici profonde ancorano chi lo porta contro ogni marea.,"Ein lebendes Kernholzwappen, dessen tiefe Wurzeln den Träger gegen jede Flut festhalten.",Un blason de duramen vivant dont les racines profondes ancrent son porteur contre toute marée.
Heartpiercer Pendant,Heartpiercer Pendant,Pendente perforacuore,Herzdurchbohrer-Anhänger,Pendentif perce-cœur
"A heartwood point sharpened on the Worldroot's oldest ring, made to end long battles.","A heartwood point sharpened on the Worldroot's oldest ring, made to end long battles.","Una punta di durame affilata sull'anello più antico della Radice del Mondo, fatta per chiudere le lunghe battaglie.","Eine Kernholzspitze, geschliffen am ältesten Ring der Weltwurzel, gemacht, um lange Schlachten zu beenden.","Une pointe de duramen affûtée sur le plus vieux cerne de la Racine du Monde, faite pour clore les longues batailles."
Vapor Wardmantle,Vapor Wardmantle,Manto protettivo di vapore,Dampfschutzumhang,Mante protectrice de vapeur
A condensed mantle that thickens mist into a steady guard.,A condensed mantle that thickens mist into a steady guard.,Un manto condensato che addensa la nebbia in una guardia costante.,"Ein verdichteter Umhang, der Nebel zu einer steten Wache verdickt.",Une mante condensée qui épaissit la brume en une garde constante.
Gearbark Wardcoat,Gearbark Wardcoat,Giacca di ingrascorza,Zahnrindenschutzmantel,Veste d'écorce-engrenage
A gearbark coat with its teeth turned inward to brace the wearer.,A gearbark coat with its teeth turned inward to brace the wearer.,Una giacca di ingrascorza con i denti rivolti all'interno per sostenere chi lo indossa.,"Ein Zahnrindenmantel, dessen Zähne nach innen gewendet sind, um den Träger zu stützen.",Une veste en écorce-engrenage dont les dents sont tournées vers l'intérieur pour soutenir le porteur.
Zenith Warplate,Zenith Warplate,Corazza da guerra dello zenit,Zenit-Kriegspanzer,Plastron de guerre du Zénith
Zenith plate angled so every star sight becomes a strike.,Zenith plate angled so every star sight becomes a strike.,Piastra dello zenit angolata perché ogni mira stellare diventi un colpo.,"Zenit-Panzer, so gewinkelt, dass jede Sternenpeilung zu einem Schlag wird.",Plaque du Zénith inclinée pour que chaque visée stellaire devienne une frappe.
Bannerless Wardcloak,Bannerless Wardcloak,Manto senza vessillo,Bannerloser Schutzmantel,Manteau protecteur sans bannière
A crownless cloak hung with light-drinking banner weight.,A crownless cloak hung with light-drinking banner weight.,Un mantello senza corona appesantito da stendardi che bevono la luce.,"Ein kronloser Mantel, beschwert mit lichttrinkendem Bannertuch.",Un manteau sans couronne alourdi de bannières qui boivent la lumière.
Slimy Fang,Slimy Fang,Zanna di slime,Slime-Zahn,Croc de slime
A gel blade drawn to a point that finds the seam every time.,A gel blade drawn to a point that finds the seam every time.,Una lama di gel tirata in una punta che trova sempre la giuntura.,"Eine Gelklinge, zu einer Spitze ausgezogen, die jedes Mal die Naht findet.",Une lame de gel effilée en une pointe qui trouve la faille à chaque fois.
Slimy Piercer,Slimy Piercer,Perforatore di slime,Schleimdurchbohrer,Perceur de slime
A slime-strung bow tuned for the one shot that matters.,A slime-strung bow tuned for the one shot that matters.,Un arco teso a slime accordato per l'unico tiro che conta.,"Ein slimegespannter Bogen, abgestimmt auf den einen Schuss, der zählt.",Un arc à corde de Slime réglé pour le seul tir qui compte.
Slimy Needle,Slimy Needle,Ago di slime,Slime-Nadel,Aiguille de slime
A thin gel focus that concentrates magic into sudden spikes.,A thin gel focus that concentrates magic into sudden spikes.,Un sottile focalizzatore di gel che concentra la magia in picchi improvvisi.,"Ein dünner Gelfokus, der Magie zu plötzlichen Spitzen verdichtet.",Un focus de gel fin qui concentre la magie en pointes soudaines.
Tideglass Fang,Tideglass Fang,Zanna di Vetromarea,Gezeitenglaszahn,Croc de verre de marée
Sea glass honed by current into a merciless sliver.,Sea glass honed by current into a merciless sliver.,Vetro marino affilato dalla corrente in una scheggia spietata.,"Seeglas, von der Strömung zu einem gnadenlosen Splitter geschliffen.",Verre de mer affûté par le courant en un éclat impitoyable.
Tideglass Piercer,Tideglass Piercer,Perforatore di Vetromarea,Gezeitenglas-Durchbohrer,Perceur de verre de marée
A brine-strung bow whose arrows strike like a breaking wave's edge.,A brine-strung bow whose arrows strike like a breaking wave's edge.,Un arco teso in salamoia le cui frecce colpiscono come il filo di un'onda che si infrange.,"Ein solegespannter Bogen, dessen Pfeile wie die Kante einer brechenden Welle treffen.",Un arc à corde saline dont les flèches frappent comme le tranchant d'une vague qui déferle.
Tideglass Needle,Tideglass Needle,Ago di Vetromarea,Gezeitenglasnadel,Aiguille de verre de marée
A smooth glass point that focuses deep pressure into one surge.,A smooth glass point that focuses deep pressure into one surge.,Una punta di vetro levigato che concentra la pressione degli abissi in un'unica ondata.,"Eine glatte Glasspitze, die tiefen Druck in einen einzigen Stoß bündelt.",Une pointe de verre lisse qui concentre la pression des abysses en une seule déferlante.
Cindervow Fang,Cindervow Fang,Zanna del voto di cenere,Glutgelübde-Zahn,Croc du vœu de cendre
A vow-forged point that saves its banked heat for the opening.,A vow-forged point that saves its banked heat for the opening.,Una punta forgiata dai voti che riserva il suo calore sopito per il varco.,"Eine gelübdegeschmiedete Spitze, die ihre gehütete Hitze für die Blöße aufspart.",Une pointe forgée par les vœux qui réserve sa chaleur couvée pour l'ouverture.
Ashstring Piercer,Ashstring Piercer,Perforatore cordacenere,Aschensehnen-Durchbohrer,Perceur à corde de cendre
An ash-strung bow that spends every ember on the perfect shot.,An ash-strung bow that spends every ember on the perfect shot.,Un arco teso a cenere che spende ogni brace nel tiro perfetto.,"Ein aschegespannter Bogen, der jede Glut für den perfekten Schuss verausgabt.",Un arc à corde de cendre qui dépense chaque braise pour le tir parfait.
Ember Needle,Ember Needle,Ago di brace,Glutnadel,Aiguille de braise
A monastery stylus that writes its vow in single burning strokes.,A monastery stylus that writes its vow in single burning strokes.,Uno stilo monastico che scrive il suo voto in singoli tratti ardenti.,"Ein Klosterstift, der sein Gelübde in einzelnen brennenden Zügen schreibt.",Un stylet monastique qui écrit son vœu en traits ardents et uniques.
Heartwood Fang,Heartwood Fang,Zanna di durame,Kernholzzahn,Croc de duramen
A heartwood point grown ring by ring toward one perfect strike.,A heartwood point grown ring by ring toward one perfect strike.,Una punta di durame cresciuta anello dopo anello verso un colpo perfetto.,"Eine Kernholzspitze, Ring um Ring auf einen einzigen perfekten Stoß hin gewachsen.",Une pointe de duramen poussée cerne après cerne vers une frappe parfaite.
Veinstring Piercer,Veinstring Piercer,Perforatore cordavena,Adersehnen-Durchbohrer,Perceur à corde veinée
"A living bowstring that pulses once, exactly on the mark.","A living bowstring that pulses once, exactly on the mark.","Una corda d'arco vivente che pulsa una volta sola, esattamente sul bersaglio.","Eine lebende Bogensehne, die genau im richtigen Moment ein einziges Mal pulsiert.","Une corde d'arc vivante qui pulse une seule fois, exactement au bon moment."
Lifesap Needle,Lifesap Needle,Ago di linfa vitale,Lebenssaftnadel,Aiguille de sève vitale
"A crook-tip needle that spends stored life in sharp, sudden bloom.","A crook-tip needle that spends stored life in sharp, sudden bloom.",Un ago da vincastro che spende la vita accumulata in fioriture brusche e affilate.,"Eine Krummstabnadel, die gespeichertes Leben in scharfer, plötzlicher Blüte verausgabt.",Une aiguille à pointe de houlette qui dépense la vie accumulée en une floraison vive et soudaine.
Tier 3 Construction Bundle,Tier 3 Construction Bundle,Pacchetto da costruzione di grado 3,Baubündel des Grades 3,Lot de construction de palier 3
A bundle of Forest Edge materials prepared for building work.,A bundle of Forest Edge materials prepared for building work.,Un pacchetto di materiali del Margine della Foresta preparati per i lavori di costruzione.,"Ein Bündel Waldrand-Materialien, vorbereitet für Bauarbeiten.",Un lot de matériaux de la Lisière de la Forêt préparés pour les travaux de construction.
Tier 4 Construction Bundle,Tier 4 Construction Bundle,Pacchetto da costruzione di grado 4,Baubündel des Grades 4,Lot de construction de palier 4
A bundle of Ironroot materials prepared for building work.,A bundle of Ironroot materials prepared for building work.,Un pacchetto di materiali di Radiceferrea preparati per i lavori di costruzione.,"Ein Bündel Eisenwurzel-Materialien, vorbereitet für Bauarbeiten.",Un lot de matériaux de Racine-de-fer préparés pour les travaux de construction.
Tier 5 Construction Bundle,Tier 5 Construction Bundle,Pacchetto da costruzione di grado 5,Baubündel des Grades 5,Lot de construction de palier 5
A bundle of Causeway materials prepared for building work.,A bundle of Causeway materials prepared for building work.,Un pacchetto di materiali della Strada preparati per i lavori di costruzione.,"Ein Bündel Damm-Materialien, vorbereitet für Bauarbeiten.",Un lot de matériaux de la Chaussée préparés pour les travaux de construction.
Tier 6 Construction Bundle,Tier 6 Construction Bundle,Pacchetto da costruzione di grado 6,Baubündel des Grades 6,Lot de construction de palier 6
A bundle of Lantern Vault materials prepared for building work.,A bundle of Lantern Vault materials prepared for building work.,Un pacchetto di materiali della Cripta della Lanterna preparati per i lavori di costruzione.,"Ein Bündel Materialien der Laternengruft, vorbereitet für Bauarbeiten.",Un lot de matériaux de la Crypte de la lanterne préparés pour les travaux de construction.
Tier 7 Construction Bundle,Tier 7 Construction Bundle,Pacchetto da costruzione di grado 7,Baubündel des Grades 7,Lot de construction de palier 7
A bundle of monastery materials prepared for building work.,A bundle of monastery materials prepared for building work.,Un pacchetto di materiali del monastero preparati per i lavori di costruzione.,"Ein Bündel Klostermaterialien, vorbereitet für Bauarbeiten.",Un lot de matériaux du monastère préparés pour les travaux de construction.
Tier 8 Construction Bundle,Tier 8 Construction Bundle,Pacchetto da costruzione di grado 8,Baubündel des Grades 8,Lot de construction de palier 8
A bundle of observatory materials prepared for building work.,A bundle of observatory materials prepared for building work.,Un pacchetto di materiali dell'osservatorio preparati per i lavori di costruzione.,"Ein Bündel Observatoriums-Materialien, vorbereitet für Bauarbeiten.",Un lot de matériaux de l'observatoire préparés pour les travaux de construction.
Tier 9 Construction Bundle,Tier 9 Construction Bundle,Pacchetto da costruzione di grado 9,Baubündel des Grades 9,Lot de construction de palier 9
A bundle of menagerie materials prepared for building work.,A bundle of menagerie materials prepared for building work.,Un pacchetto di materiali del serraglio preparati per i lavori di costruzione.,"Ein Bündel Menagerie-Materialien, vorbereitet für Bauarbeiten.",Un lot de matériaux de la ménagerie préparés pour les travaux de construction.
Tier 10 Construction Bundle,Tier 10 Construction Bundle,Pacchetto da costruzione di grado 10,Baubündel des Grades 10,Lot de construction de palier 10
A bundle of citadel materials prepared for building work.,A bundle of citadel materials prepared for building work.,Un pacchetto di materiali della cittadella preparati per i lavori di costruzione.,"Ein Bündel Zitadellen-Materialien, vorbereitet für Bauarbeiten.",Un lot de matériaux de la citadelle préparés pour les travaux de construction.
Tier 11 Construction Bundle,Tier 11 Construction Bundle,Pacchetto da costruzione di grado 11,Baubündel des Grades 11,Lot de construction de palier 11
A bundle of Worldroot materials prepared for building work.,A bundle of Worldroot materials prepared for building work.,Un pacchetto di materiali della Radice del Mondo preparati per i lavori di costruzione.,"Ein Bündel Weltwurzel-Materialien, vorbereitet für Bauarbeiten.",Un lot de matériaux de la Racine du Monde préparés pour les travaux de construction.
Tier 12 Construction Bundle,Tier 12 Construction Bundle,Pacchetto da costruzione di grado 12,Baubündel des Grades 12,Lot de construction de palier 12
A bundle of Eclipse Throne materials prepared for building work.,A bundle of Eclipse Throne materials prepared for building work.,Un pacchetto di materiali del Trono dell'Eclissi preparati per i lavori di costruzione.,"Ein Bündel Materialien des Finsternisthrons, vorbereitet für Bauarbeiten.",Un lot de matériaux du Trône de l'Éclipse préparés pour les travaux de construction.
Fourfold Root Key,Fourfold Root Key,Chiave della Quadruplice Radice,Vierfacher Wurzelschlüssel,Clé des quatre racines
Four tuned iron runes bound around a living root. Unsellable raid quest key.,Four tuned iron runes bound around a living root. Unsellable raid quest key.,Quattro rune di ferro accordate e legate attorno a una radice vivente. Chiave di missione del raid invendibile.,"Vier gestimmte Eisenrunen, gebunden um eine lebende Wurzel. Unverkäuflicher Raid-Questschlüssel.",Quatre runes de fer accordées et liées autour d'une racine vivante. Clé de quête de raid invendable.
Rekindled Depth-Lantern,Rekindled Depth-Lantern,Lanterna delle Profondità Riaccesa,Neu entfachte Tiefenlaterne,Lanterne des Profondeurs Rallumée
The Tollkeeper's bell containing the flame stolen by the Lantern-Eater. Unsellable raid quest key.,The Tollkeeper's bell containing the flame stolen by the Lantern-Eater. Unsellable raid quest key.,La campana del Gabelliere contenente la fiamma rubata dal Divoratore di Lanterne. Chiave di missione del raid invendibile.,"Die Glocke des Zöllners, die die vom Laternenfresser gestohlene Flamme enthält. Unverkäuflicher Raid-Questschlüssel.",La cloche du Péager contenant la flamme volée par le Dévoreur de Lanternes. Clé de quête de raid invendable.
Hunter's Star Chart,Hunter's Star Chart,Carta Stellare del Cacciatore,Sternenkarte des Jägers,Carte Stellaire du Chasseur
A chart written on astrolabe glass and chimera hide. Unsellable raid quest key.,A chart written on astrolabe glass and chimera hide. Unsellable raid quest key.,Una carta tracciata su vetro d'astrolabio e pelle di chimera. Chiave di missione del raid invendibile.,"Eine Karte, geschrieben auf Astrolabglas und Chimärenhaut. Unverkäuflicher Raid-Questschlüssel.",Une carte tracée sur verre d'astrolabe et peau de chimère. Clé de quête de raid invendable.
Concordance of Dawn and Dusk,Concordance of Dawn and Dusk,Concordanza dell'Alba e del Crepuscolo,Eintracht von Morgenrot und Abend­dämmerung,Concordance de l'Aube et du Crépuscule
Twelve signatures written in Lastlight. Unsellable raid quest key.,Twelve signatures written in Lastlight. Unsellable raid quest key.,Dodici firme scritte nell'Ultimaluce. Chiave di missione del raid invendibile.,"Zwölf Unterschriften, geschrieben in Letztlicht. Unverkäuflicher Raid-Questschlüssel.",Douze signatures écrites en Lueur ultime. Clé de quête de raid invendable.
Verdant Rune Piece,Verdant Rune Piece,Scheggia verde,Grünes Runen­fragment,Fragment de rune verdoyant
A broken green rune whose lines rearrange like roots seeking water. Awakens Rank I hero runes with guaranteed success.,A broken green rune whose lines rearrange like roots seeking water. Awakens Rank I hero runes with guaranteed success.,Una runa verde spezzata le cui linee si ridispongono come radici in cerca d'acqua. Risveglia con successo garantito le rune degli eroi al Grado I.,"Eine zerbrochene grüne Rune, deren Linien sich wie wassersuchende Wurzeln neu ordnen. Erweckt Heldenrunen mit garantiertem Erfolg auf Rang I.",Une rune verte brisée dont les lignes se réagencent comme des racines en quête d'eau. Éveille les runes de héros au Rang I avec un succès garanti.
Tidal Rune Piece,Tidal Rune Piece,Scheggia mareale,Gezeiten-Runenfragment,Fragment de rune de marée
A blue-black rune fragment that feels heavier below the heart. Deepens hero runes to Rank II with guaranteed success.,A blue-black rune fragment that feels heavier below the heart. Deepens hero runes to Rank II with guaranteed success.,Un frammento runico nero-blu che sembra più pesante sotto il cuore. Potenzia con successo garantito le rune degli eroi fino al Grado II.,"Ein blauschwarzes Runenfragment, das sich unter dem Herzen schwerer anfühlt. Vertieft Heldenrunen mit garantiertem Erfolg auf Rang II.",Un fragment de rune bleu-noir qui pèse plus lourd sous le cœur. Approfondit les runes de héros jusqu'au Rang II avec un succès garanti.
Astral Rune Piece,Astral Rune Piece,Scheggia astrale,Astrales Runenfragment,Fragment de rune astral
A glassy rune piece showing a different constellation to each observer. Deepens hero runes to Rank III with guaranteed success.,A glassy rune piece showing a different constellation to each observer. Deepens hero runes to Rank III with guaranteed success.,Un frammento runico vitreo che mostra una costellazione diversa a ogni osservatore. Potenzia con successo garantito le rune degli eroi fino al Grado III.,"Ein glasiges Runenfragment, das jedem Betrachter ein anderes Sternbild zeigt. Vertieft Heldenrunen mit garantiertem Erfolg auf Rang III.",Un fragment de rune vitreux qui montre une constellation différente à chaque observateur. Approfondit les runes de héros jusqu'au Rang III avec un succès garanti.
Eclipse Rune Piece,Eclipse Rune Piece,Scheggia eclissi,Finsternis-Runenfragment,Fragment de rune d'éclipse
A pale fragment casting a dark shadow in every direction. Perfects hero runes at Rank IV with guaranteed success.,A pale fragment casting a dark shadow in every direction. Perfects hero runes at Rank IV with guaranteed success.,Un frammento pallido che proietta un'ombra scura in ogni direzione. Perfeziona con successo garantito le rune degli eroi al Grado IV.,"Ein bleiches Fragment, das in jede Richtung einen dunklen Schatten wirft. Vollendet Heldenrunen mit garantiertem Erfolg auf Rang IV.",Un fragment pâle projetant une ombre sombre dans toutes les directions. Perfectionne les runes de héros au Rang IV avec un succès garanti.
Colossus Heartwood,Colossus Heartwood,Durame del Colosso,Kolossen-Kernholz,Duramen du Colosse
Living heartwood cut only after Orrun chooses to stop walking.,Living heartwood cut only after Orrun chooses to stop walking.,Durame vivente tagliato solo dopo che Orrun sceglie di smettere di camminare.,"Lebendes Kernholz, geschnitten erst, nachdem Orrun beschließt, nicht mehr weiterzugehen.",Duramen vivant coupé seulement après qu'Orrun a choisi de cesser de marcher.
Abyssal Beacon Core,Abyssal Beacon Core,Nucleo del Faro Abissale,Abyssaler Leuchtfeuerkern,Noyau de Balise Abyssale
A warm lantern core that continued burning beneath impossible pressure.,A warm lantern core that continued burning beneath impossible pressure.,Un caldo nucleo di lanterna che ha continuato a bruciare sotto una pressione impossibile.,"Ein warmer Laternenkern, der unter unmöglichem Druck weiterbrannte.",Un cœur de lanterne chaud qui a continué de brûler sous une pression impossible.
Fallen Star Prism,Fallen Star Prism,Prisma della Stella Caduta,Prisma des gefallenen Sterns,Prisme de l'Étoile Déchue
A many-sided prism formed from the constellation Veyra could not consume.,A many-sided prism formed from the constellation Veyra could not consume.,"Un prisma dalle molte facce, formato dalla costellazione che Veyra non riuscì a divorare.","Ein vielseitiges Prisma, geformt aus dem Sternbild, das Veyra nicht verschlingen konnte.","Un prisme aux multiples faces, formé de la constellation que Veyra n'a pu dévorer."
First-Dawn Ember,First-Dawn Ember,Brace della Prima Alba,Glut des ersten Morgenrots,Braise de la Première Aube
A white ember left when the eclipse releases the first dawn.,A white ember left when the eclipse releases the first dawn.,Una brace bianca lasciata quando l'eclissi libera la prima alba.,"Eine weiße Glut, zurückgelassen, wenn die Eklipse das erste Morgengrauen freigibt.",Une braise blanche laissée quand l'éclipse libère la première aube.
Rootguard Falchion,Rootguard Falchion,Falcione guardaradice,Wurzelwacht-Falchion,Fauchon garde-racine
"A defensive Heartwood blade. Guarding Root grants a 5% Max HP barrier after a successful counter, once per turn.","A defensive Heartwood blade. Guarding Root grants a 5% Max HP barrier after a successful counter, once per turn.","Una lama difensiva di durame. Radice Guardiana concede una barriera pari al 5% dei PV massimi dopo un contrattacco riuscito, una volta per turno.","Eine defensive Kernholzklinge. Wachende Wurzel gewährt nach einem erfolgreichen Konter eine Barriere von 5 % der maximalen LP, einmal pro Zug.","Une lame défensive en duramen. Racine Gardienne accorde une barrière de 5 % des PV max après une riposte réussie, une fois par tour."
Briarline Ballista,Briarline Ballista,Ballista del roveto,Dornenlinien-Ballista,Baliste des ronces
Every fifth basic ranged hit splinters into another enemy for 60% damage.,Every fifth basic ranged hit splinters into another enemy for 60% damage.,"Ogni quinto colpo base a distanza si frammenta su un altro nemico, infliggendo il 60% dei danni.",Jeder fünfte einfache Fernkampftreffer splittert für 60 % Schaden auf einen weiteren Feind über.,Chaque cinquième coup de base à distance se fragmente sur un autre ennemi pour 60 % des dégâts.
Grovewake Crook,Grovewake Crook,Pastorale del risveglio,Hainerwachen-Krummstab,Houlette de l'Éveil du Bosquet
"Using an active skill heals the lowest-HP ally for 4% Max HP, with a three-turn cooldown.","Using an active skill heals the lowest-HP ally for 4% Max HP, with a three-turn cooldown.","Usare un'abilità attiva cura l'alleato con meno PV del 4% dei suoi PV massimi, con tre turni di ricarica.","Der Einsatz einer aktiven Fähigkeit heilt den Verbündeten mit den niedrigsten LP um 4 % der maximalen LP, mit einer Abklingzeit von drei Zügen.","Utiliser une compétence active soigne l'allié ayant le moins de PV de 4 % de ses PV max, avec une recharge de trois tours."
Undertow Reaver,Undertow Reaver,Mietitore della risacca,Sogschnitter,Faucheur du ressac
"Below 50% HP, Lifesteal rises by 6 and outgoing damage by 10%.","Below 50% HP, Lifesteal rises by 6 and outgoing damage by 10%.","Sotto il 50% dei PV, il Rubavita aumenta di 6 e i danni inflitti del 10%.",Unter 50 % LP steigt der Lebensraub um 6 und der ausgehende Schaden um 10 %.,"En dessous de 50 % de PV, le Vol de vie augmente de 6 et les dégâts infligés de 10 %."
Quiet-Tide Repeater,Quiet-Tide Repeater,Ripetitore della marea quieta,Stillgezeiten-Repetierer,Répéteur de la marée calme
Basic attacks have a 12% chance to Silence for 1 turn; bosses instead receive -8% Attack for 1 turn.,Basic attacks have a 12% chance to Silence for 1 turn; bosses instead receive -8% Attack for 1 turn.,Gli attacchi base hanno il 12% di probabilità di infliggere Silenzio per 1 turno; i boss subiscono invece -8% Attacco per 1 turno.,"Standardangriffe haben eine Chance von 12 %, für 1 Zug Stille zu verursachen; Bosse erhalten stattdessen 1 Zug lang -8 % Angriff.",Les attaques de base ont 12 % de chances d'infliger Silence pendant 1 tour ; les boss subissent à la place -8 % d'Attaque pendant 1 tour.
Bellwake Staff,Bellwake Staff,Bastone dei rintocchi,Glockenhall-Stab,Bâton de l'écho des cloches
Every fourth active skill cleanses one effect from the lowest-HP affected ally.,Every fourth active skill cleanses one effect from the lowest-HP affected ally.,Ogni quarta abilità attiva purifica un effetto dall'alleato affetto con meno PV.,Jede vierte aktive Fähigkeit reinigt einen Effekt vom betroffenen Verbündeten mit den niedrigsten LP.,"Toutes les quatre compétences actives, purifie un effet sur l'allié affecté ayant le moins de PV."
Starfang Severer,Starfang Severer,Recisore zanna stellare,Sternenzahn-Abtrenner,Trancheur croc-d'étoile
"Each action matching a Melee sign gains +4% Damage, stacking up to 3 times (+12%) until the sign changes.","Each action matching a Melee sign gains +4% Damage, stacking up to 3 times (+12%) until the sign changes.","Ogni azione che corrisponde a un segno Mischia ottiene +4% Danni, cumulabile fino a 3 volte (+12%) finché il segno non cambia.","Jede Aktion, die einem Nahkampfzeichen entspricht, erhält +4 % Schaden, bis zu 3-fach stapelbar (+12 %), bis sich das Zeichen ändert.","Chaque action correspondant à un signe de Mêlée gagne +4 % de Dégâts, cumulable jusqu'à 3 fois (+12 %) jusqu'à ce que le signe change."
Comet-Hunt Bow,Comet-Hunt Bow,Arco caccia comete,Kometenjagd-Bogen,Arc chasse-comètes
The first hit after the raid sign becomes Ranged is guaranteed to critically hit.,The first hit after the raid sign becomes Ranged is guaranteed to critically hit.,Il primo colpo dopo che il segno del raid diventa Distanza è garantito come colpo critico.,"Der erste Treffer, nachdem das Raid-Zeichen zu Fernkampf wird, trifft garantiert kritisch.",Le premier coup après que le signe de raid devient À distance est un coup critique garanti.
Voidglass Eye,Voidglass Eye,Occhio di vetro del vuoto,Leerenglasauge,Œil de verre du vide
"When the wielder completes a Magic sign, restore 6% Max MP and 5% Max HP to the lowest-HP ally.","When the wielder completes a Magic sign, restore 6% Max MP and 5% Max HP to the lowest-HP ally.","Quando il portatore completa un segno Magico, ripristina il 6% dei PM massimi e il 5% dei PV massimi all'alleato con meno PV.","Wenn der Träger ein Magie-Zeichen vollendet, werden dem Verbündeten mit den niedrigsten LP 6 % der maximalen MP und 5 % der maximalen LP wiederhergestellt.","Quand celui qui la manie complète un signe de Magie, restaure 6 % des PM max et 5 % des PV max à l'allié ayant le moins de PV."
Duskward Aegisblade,Duskward Aegisblade,Lama-egida del crepuscolo,Abendwehr-Ägisklinge,Lame-égide du crépuscule
The first physical and magical hit each encounter are reduced by 25%.,The first physical and magical hit each encounter are reduced by 25%.,Il primo colpo fisico e il primo colpo magico di ogni scontro vengono ridotti del 25%.,Der erste physische und der erste magische Treffer jeder Begegnung werden um 25 % verringert.,Le premier coup physique et le premier coup magique de chaque rencontre sont réduits de 25 %.
Road-Without-End,Road-Without-End,Via-Senza-Fine,Weg-ohne-Ende,Route-Sans-Fin
Every sixth basic attack repeats at 50% power against the healthiest enemy and cannot miss.,Every sixth basic attack repeats at 50% power against the healthiest enemy and cannot miss.,Ogni sesto attacco base si ripete al 50% della potenza contro il nemico con più salute e non può mancare.,Jeder sechste Standardangriff wiederholt sich mit 50 % Stärke gegen den gesündesten Feind und kann nicht verfehlen.,Chaque sixième attaque de base se répète à 50 % de puissance contre l'ennemi le plus vaillant et ne peut pas manquer.
Staff of the First Morning,Staff of the First Morning,Bastone del Primo Mattino,Stab des Ersten Morgens,Bâton du Premier Matin
Healing during Dawn generates +50% Lastlight; overhealing grants a barrier up to 8% of the target's Max HP.,Healing during Dawn generates +50% Lastlight; overhealing grants a barrier up to 8% of the target's Max HP.,Curare durante l'Alba genera +50% Ultimaluce; le cure in eccesso concedono una barriera fino all'8% dei PV massimi del bersaglio.,Heilung während des Morgengrauens erzeugt +50 % Letztlicht; Überheilung gewährt eine Barriere von bis zu 8 % der maximalen LP des Ziels.,Les soins pendant l'Aube génèrent +50 % de Lueur ultime ; les soins excédentaires accordent une barrière allant jusqu'à 8 % des PV max de la cible.
Thornweave Shroud,Thornweave Shroud,Sudario intrecciato di spine,Dorngewebe-Schleier,Suaire de trame d'épines
